x utau delta99 delta* theta beta Ue Reth 
7.77832031e+02 2.89242776e-02 2.85466840e+01 7.70430896e+00 4.55856434e+00 1.54021511e+00 7.65639563e-01 1.57059775e+03
7.79296875e+02 2.89046421e-02 2.86048671e+01 7.71957626e+00 4.56755111e+00 1.53862062e+00 7.65315604e-01 1.57302816e+03
7.80761719e+02 2.88878796e-02 2.86623955e+01 7.73487128e+00 4.57655872e+00 1.53676706e+00 7.64995372e-01 1.57547081e+03
7.82226562e+02 2.88730942e-02 2.87193100e+01 7.75019732e+00 4.58558741e+00 1.53462861e+00 7.64678978e-01 1.57792603e+03
7.83691406e+02 2.88572529e-02 2.87756472e+01 7.76555678e+00 4.59463603e+00 1.53252798e+00 7.64366493e-01 1.58039362e+03
7.85156250e+02 2.88401414e-02 2.88313828e+01 7.78094680e+00 4.60370226e+00 1.53057463e+00 7.64057799e-01 1.58287258e+03
7.86621094e+02 2.88228550e-02 2.88864057e+01 7.79635378e+00 4.61277865e+00 1.52860907e+00 7.63752393e-01 1.58535933e+03
7.88085938e+02 2.88063066e-02 2.89442216e+01 7.81640044e+00 4.62651814e+00 1.53006068e+00 7.63444143e-01 1.58943968e+03
7.89550781e+02 2.87899887e-02 2.90042156e+01 7.83137258e+00 4.63540804e+00 1.52805065e+00 7.63123345e-01 1.59182464e+03
7.91015625e+02 2.87737550e-02 2.90638448e+01 7.84640162e+00 4.64433166e+00 1.52573182e+00 7.62807065e-01 1.59422805e+03
7.92480469e+02 2.87586449e-02 2.91230871e+01 7.86148743e+00 4.65328696e+00 1.52325341e+00 7.62495291e-01 1.59664923e+03
7.93945312e+02 2.87431114e-02 2.91818526e+01 7.87662546e+00 4.66226904e+00 1.52097780e+00 7.62187852e-01 1.59908617e+03
7.95410156e+02 2.87263159e-02 2.92400912e+01 7.89181125e+00 4.67127553e+00 1.51894836e+00 7.61884592e-01 1.60153779e+03
7.96875000e+02 2.87096177e-02 2.92978323e+01 7.90704569e+00 4.68030839e+00 1.51700439e+00 7.61585545e-01 1.60400485e+03
7.98339844e+02 2.86947980e-02 2.93551350e+01 7.92233282e+00 4.68936995e+00 1.51483872e+00 7.61290857e-01 1.60648851e+03
7.99804688e+02 2.86814992e-02 2.94120080e+01 7.93767150e+00 4.69845785e+00 1.51246057e+00 7.61000489e-01 1.60898792e+03
8.01269531e+02 2.86674445e-02 2.94705975e+01 7.95782398e+00 4.71230683e+00 1.51387120e+00 7.60713009e-01 1.61312090e+03
8.02734375e+02 2.86514228e-02 2.95325786e+01 7.97272894e+00 4.72119950e+00 1.51182350e+00 7.60407376e-01 1.61551572e+03
8.04199219e+02 2.86339887e-02 2.95939530e+01 7.98768187e+00 4.73011614e+00 1.50994424e+00 7.60105766e-01 1.61792485e+03
8.05664062e+02 2.86160244e-02 2.96546875e+01 8.00268125e+00 4.73905602e+00 1.50807105e+00 7.59808129e-01 1.62034798e+03
8.07128906e+02 2.85980794e-02 2.97148027e+01 8.01772769e+00 4.74801925e+00 1.50627018e+00 7.59514489e-01 1.62278524e+03
8.08593750e+02 2.85802093e-02 2.97742921e+01 8.03281748e+00 4.75700251e+00 1.50459366e+00 7.59224723e-01 1.62523526e+03
8.10058594e+02 2.85605215e-02 2.98330104e+01 8.04793546e+00 4.76599657e+00 1.50324808e+00 7.58938309e-01 1.62769382e+03
8.11523438e+02 2.85393629e-02 2.98908457e+01 8.06306940e+00 4.77499603e+00 1.50214173e+00 7.58654826e-01 1.63015820e+03
8.12988281e+02 2.85187855e-02 2.99478526e+01 8.07822044e+00 4.78400388e+00 1.50094351e+00 7.58374318e-01 1.63262955e+03
8.14453125e+02 2.84994454e-02 3.00055497e+01 8.09826529e+00 4.79783359e+00 1.50252502e+00 7.58098466e-01 1.63675363e+03
8.15917969e+02 2.84820995e-02 3.00671440e+01 8.11294876e+00 4.80663541e+00 1.50078509e+00 7.57801883e-01 1.63911481e+03
8.17382812e+02 2.84661643e-02 3.01281123e+01 8.12767414e+00 4.81546061e+00 1.49869776e+00 7.57508975e-01 1.64148958e+03
8.18847656e+02 2.84510679e-02 3.01884308e+01 8.14244240e+00 4.82430636e+00 1.49651153e+00 7.57219763e-01 1.64387705e+03
8.20312500e+02 2.84353611e-02 3.02480266e+01 8.15724529e+00 4.83316544e+00 1.49448388e+00 7.56933966e-01 1.64627419e+03
8.21777344e+02 2.84183179e-02 3.03067967e+01 8.17206631e+00 4.84202860e+00 1.49265412e+00 7.56651030e-01 1.64867667e+03
8.23242188e+02 2.84009836e-02 3.03647648e+01 8.18690298e+00 4.85089590e+00 1.49089443e+00 7.56370879e-01 1.65108438e+03
8.24707031e+02 2.83837538e-02 3.04219874e+01 8.20175721e+00 4.85976858e+00 1.48914861e+00 7.56093587e-01 1.65349793e+03
8.26171875e+02 2.83666898e-02 3.04784939e+01 8.21662749e+00 4.86864470e+00 1.48743025e+00 7.55819105e-01 1.65591661e+03
8.27636719e+02 2.83507461e-02 3.05343279e+01 8.23151407e+00 4.87752404e+00 1.48558914e+00 7.55547452e-01 1.65834039e+03
8.29101562e+02 2.83365194e-02 3.05949251e+01 8.25095025e+00 4.89108243e+00 1.48691341e+00 7.55264165e-01 1.66232668e+03
8.30566406e+02 2.83229241e-02 3.06547318e+01 8.26533162e+00 4.89972564e+00 1.48503439e+00 7.54975506e-01 1.66462778e+03
8.32031250e+02 2.83104981e-02 3.07136700e+01 8.27972315e+00 4.90837433e+00 1.48311720e+00 7.54689372e-01 1.66693407e+03
8.33496094e+02 2.82990843e-02 3.07718794e+01 8.29413258e+00 4.91703228e+00 1.48117583e+00 7.54406020e-01 1.66924744e+03
8.34960938e+02 2.82882547e-02 3.08294811e+01 8.30856812e+00 4.92570314e+00 1.47895442e+00 7.54125724e-01 1.67156975e+03
8.36425781e+02 2.82778211e-02 3.08865446e+01 8.32303561e+00 4.93438887e+00 1.47664090e+00 7.53848680e-01 1.67390214e+03
8.37890625e+02 2.82669751e-02 3.09431072e+01 8.33753756e+00 4.94308923e+00 1.47451783e+00 7.53574980e-01 1.67624476e+03
8.39355469e+02 2.82544231e-02 3.09991498e+01 8.35206875e+00 4.95180077e+00 1.47259991e+00 7.53304459e-01 1.67859612e+03
8.40820312e+02 2.82397127e-02 3.10545574e+01 8.36661498e+00 4.96051668e+00 1.47103898e+00 7.53036653e-01 1.68095289e+03
8.42285156e+02 2.82231900e-02 3.11118338e+01 8.38603397e+00 4.97408261e+00 1.47292574e+00 7.52769219e-01 1.68495133e+03
8.43750000e+02 2.82052186e-02 3.11719500e+01 8.40015934e+00 4.98261317e+00 1.47136828e+00 7.52487627e-01 1.68720964e+03
8.45214844e+02 2.81861242e-02 3.12316246e+01 8.41433334e+00 4.99117384e+00 1.47008573e+00 7.52209700e-01 1.68948422e+03
8.46679688e+02 2.81668169e-02 3.12908662e+01 8.42855556e+00 4.99976354e+00 1.46885591e+00 7.51935425e-01 1.69177469e+03
8.48144531e+02 2.81470660e-02 3.13496062e+01 8.44282348e+00 5.00837891e+00 1.46747694e+00 7.51664715e-01 1.69407977e+03
8.49609375e+02 2.81266771e-02 3.14078750e+01 8.45714094e+00 5.01702043e+00 1.46626000e+00 7.51397692e-01 1.69639991e+03
8.51074219e+02 2.81074149e-02 3.14655708e+01 8.47149374e+00 5.02567950e+00 1.46520717e+00 7.51133905e-01 1.69873122e+03
8.52539062e+02 2.80899532e-02 3.15225759e+01 8.48586411e+00 5.03434576e+00 1.46398997e+00 7.50872786e-01 1.70106895e+03
8.54003906e+02 2.80723512e-02 3.15789636e+01 8.50025510e+00 5.04301996e+00 1.46276986e+00 7.50614439e-01 1.70341362e+03
8.55468750e+02 2.80533121e-02 3.16348020e+01 8.51467300e+00 5.05170587e+00 1.46177755e+00 7.50359069e-01 1.70576699e+03
8.56933594e+02 2.80339377e-02 3.16952950e+01 8.53376846e+00 5.06517549e+00 1.46366975e+00 7.50094338e-01 1.70971175e+03
8.58398438e+02 2.80156933e-02 3.17548334e+01 8.54772291e+00 5.07365219e+00 1.46259567e+00 7.49823954e-01 1.71195567e+03
8.59863281e+02 2.79987318e-02 3.18133722e+01 8.56167460e+00 5.08212891e+00 1.46139534e+00 7.49555478e-01 1.71420191e+03
8.61328125e+02 2.79828643e-02 3.18711643e+01 8.57564227e+00 5.09061627e+00 1.46006262e+00 7.49289505e-01 1.71645540e+03
8.62792969e+02 2.79676595e-02 3.19283952e+01 8.58963917e+00 5.09912063e+00 1.45879285e+00 7.49026450e-01 1.71871930e+03
8.64257812e+02 2.79523402e-02 3.19851475e+01 8.60366824e+00 5.10764158e+00 1.45768902e+00 7.48766410e-01 1.72099370e+03
8.65722656e+02 2.79374733e-02 3.20414312e+01 8.61773060e+00 5.11617805e+00 1.45646080e+00 7.48509413e-01 1.72327834e+03
8.67187500e+02 2.79245731e-02 3.20973043e+01 8.63183684e+00 5.12473474e+00 1.45497510e+00 7.48255784e-01 1.72557558e+03
8.68652344e+02 2.79124670e-02 3.21527286e+01 8.64598407e+00 5.13330862e+00 1.45341357e+00 7.48005431e-01 1.72788423e+03
8.70117188e+02 2.78992599e-02 3.22090792e+01 8.66517468e+00 5.14684836e+00 1.45466719e+00 7.47758955e-01 1.73187088e+03
8.71582031e+02 2.78844428e-02 3.22684325e+01 8.67887330e+00 5.15520974e+00 1.45335779e+00 7.47494420e-01 1.73407073e+03
8.73046875e+02 2.78681967e-02 3.23270637e+01 8.69258102e+00 5.16357449e+00 1.45229424e+00 7.47232043e-01 1.73627474e+03
8.74511719e+02 2.78526424e-02 3.23849423e+01 8.70629104e+00 5.17193989e+00 1.45129578e+00 7.46971610e-01 1.73848152e+03
8.75976562e+02 2.78382612e-02 3.24420653e+01 8.72000596e+00 5.18030743e+00 1.45004107e+00 7.46713189e-01 1.74069175e+03
8.77441406e+02 2.78231133e-02 3.24985488e+01 8.73374230e+00 5.18868613e+00 1.44863480e+00 7.46457281e-01 1.74290964e+03
8.78906250e+02 2.78066864e-02 3.25544250e+01 8.74750474e+00 5.19707845e+00 1.44730218e+00 7.46204020e-01 1.74513638e+03
8.80371094e+02 2.77890891e-02 3.26096943e+01 8.76129211e+00 5.20548381e+00 1.44609243e+00 7.45953366e-01 1.74737168e+03
8.81835938e+02 2.77720277e-02 3.26644577e+01 8.77510830e+00 5.21390529e+00 1.44500573e+00 7.45705448e-01 1.74961691e+03
8.83300781e+02 2.77566576e-02 3.27188081e+01 8.78895474e+00 5.22234411e+00 1.44380582e+00 7.45460318e-01 1.75187264e+03
8.84765625e+02 2.77415287e-02 3.27749302e+01 8.80782687e+00 5.23576728e+00 1.44575077e+00 7.45216712e-01 1.75580158e+03
8.86230469e+02 2.77265989e-02 3.28334143e+01 8.82125355e+00 5.24401985e+00 1.44444016e+00 7.44958543e-01 1.75795982e+03
8.87695312e+02 2.77136062e-02 3.28911971e+01 8.83470182e+00 5.25228740e+00 1.44281553e+00 7.44702797e-01 1.76012690e+03
8.89160156e+02 2.77017063e-02 3.29484750e+01 8.84818207e+00 5.26057598e+00 1.44117965e+00 7.44449787e-01 1.76230560e+03
8.90625000e+02 2.76901863e-02 3.30054655e+01 8.86171161e+00 5.26889535e+00 1.43959622e+00 7.44200030e-01 1.76450043e+03
8.92089844e+02 2.76792627e-02 3.30622354e+01 8.87529877e+00 5.27724860e+00 1.43787390e+00 7.43953772e-01 1.76671305e+03
8.93554688e+02 2.76678608e-02 3.31187479e+01 8.88894460e+00 5.28563387e+00 1.43614128e+00 7.43711042e-01 1.76894292e+03
8.95019531e+02 2.76553064e-02 3.31748693e+01 8.90263737e+00 5.29404282e+00 1.43453810e+00 7.43471486e-01 1.77118645e+03
8.96484375e+02 2.76421097e-02 3.32303620e+01 8.91635125e+00 5.30246004e+00 1.43310610e+00 7.43234325e-01 1.77343664e+03
8.97949219e+02 2.76287368e-02 3.32850600e+01 8.93006705e+00 5.31087490e+00 1.43188146e+00 7.42998984e-01 1.77568860e+03
8.99414062e+02 2.76149255e-02 3.33416014e+01 8.94877373e+00 5.32427266e+00 1.43342400e+00 7.42762541e-01 1.77960163e+03
9.00878906e+02 2.76013034e-02 3.33997957e+01 8.96201828e+00 5.33246645e+00 1.43220253e+00 7.42512844e-01 1.78174117e+03
9.02343750e+02 2.75885149e-02 3.34573542e+01 8.97527925e+00 5.34067008e+00 1.43094983e+00 7.42265331e-01 1.78388741e+03
9.03808594e+02 2.75769203e-02 3.35145128e+01 8.98857799e+00 5.34889563e+00 1.42938223e+00 7.42020639e-01 1.78604593e+03
9.05273438e+02 2.75660443e-02 3.35712579e+01 9.00191344e+00 5.35714221e+00 1.42771269e+00 7.41778738e-01 1.78821639e+03
9.06738281e+02 2.75546695e-02 3.36274982e+01 9.01527497e+00 5.36540380e+00 1.42621573e+00 7.41539315e-01 1.79039604e+03
9.08203125e+02 2.75427951e-02 3.36833508e+01 9.02867124e+00 5.37368539e+00 1.42468915e+00 7.41302618e-01 1.79258717e+03
9.09667969e+02 2.75304415e-02 3.37389486e+01 9.04211718e+00 5.38199518e+00 1.42322855e+00 7.41069079e-01 1.79479359e+03
9.11132812e+02 2.75168541e-02 3.37941699e+01 9.05560284e+00 5.39032735e+00 1.42203756e+00 7.40838404e-01 1.79701268e+03
9.12597656e+02 2.75021358e-02 3.38489249e+01 9.06911614e+00 5.39867594e+00 1.42089131e+00 7.40610242e-01 1.79924161e+03
9.14062500e+02 2.74871222e-02 3.39057620e+01 9.08767498e+00 5.41205850e+00 1.42305023e+00 7.40381486e-01 1.80314456e+03
9.15527344e+02 2.74727606e-02 3.39641475e+01 9.10071613e+00 5.42019343e+00 1.42182544e+00 7.40139200e-01 1.80526393e+03
9.16992188e+02 2.74595824e-02 3.40217669e+01 9.11376307e+00 5.42833598e+00 1.42036432e+00 7.39898688e-01 1.80738840e+03
9.18457031e+02 2.74473877e-02 3.40786829e+01 9.12681796e+00 5.43648741e+00 1.41890827e+00 7.39660011e-01 1.80951855e+03
9.19921875e+02 2.74364522e-02 3.41349408e+01 9.13988176e+00 5.44464879e+00 1.41736379e+00 7.39423195e-01 1.81165482e+03
9.21386719e+02 2.74267971e-02 3.41906304e+01 9.15296091e+00 5.45282405e+00 1.41567884e+00 7.39188426e-01 1.81379899e+03
9.22851562e+02 2.74184234e-02 3.42458334e+01 9.16606187e+00 5.46101598e+00 1.41382763e+00 7.38955886e-01 1.81595246e+03
9.24316406e+02 2.74109172e-02 3.43006213e+01 9.17918947e+00 5.46922495e+00 1.41170327e+00 7.38725712e-01 1.81811569e+03
9.25781250e+02 2.74036915e-02 3.43550524e+01 9.19235091e+00 5.47745267e+00 1.40949960e+00 7.38498103e-01 1.82028978e+03
9.27246094e+02 2.73960462e-02 3.44090628e+01 9.20554383e+00 5.48569647e+00 1.40756127e+00 7.38272983e-01 1.82247367e+03
9.28710938e+02 2.73876768e-02 3.44643374e+01 9.22388128e+00 5.49903382e+00 1.40921645e+00 7.38049543e-01 1.82635173e+03
9.30175781e+02 2.73779234e-02 3.45218487e+01 9.23661267e+00 5.50705873e+00 1.40743738e+00 7.37810835e-01 1.82842542e+03
9.31640625e+02 2.73669937e-02 3.45788704e+01 9.24937550e+00 5.51510172e+00 1.40574204e+00 7.37574506e-01 1.83050929e+03
9.33105469e+02 2.73553697e-02 3.46354813e+01 9.26217508e+00 5.52316648e+00 1.40412308e+00 7.37340696e-01 1.83260494e+03
9.34570312e+02 2.73434854e-02 3.46916606e+01 9.27500852e+00 5.53125171e+00 1.40262150e+00 7.37109315e-01 1.83471172e+03
9.36035156e+02 2.73309661e-02 3.47474210e+01 9.28787976e+00 5.53935858e+00 1.40100635e+00 7.36880462e-01 1.83683030e+03
9.37500000e+02 2.73167337e-02 3.48028375e+01 9.30079762e+00 5.54749103e+00 1.39932163e+00 7.36654370e-01 1.83896258e+03
9.38964844e+02 2.73016179e-02 3.48578246e+01 9.31375518e+00 5.55564566e+00 1.39775399e+00 7.36430827e-01 1.84110693e+03
9.40429688e+02 2.72877974e-02 3.49122380e+01 9.32673940e+00 5.56381646e+00 1.39622037e+00 7.36209464e-01 1.84326045e+03
9.41894531e+02 2.72764075e-02 3.49662208e+01 9.33976274e+00 5.57201073e+00 1.39441626e+00 7.35990645e-01 1.84542650e+03
9.43359375e+02 2.72669706e-02 3.50198800e+01 9.35283178e+00 5.58023057e+00 1.39250861e+00 7.35774576e-01 1.84760630e+03
9.44824219e+02 2.72573142e-02 3.50785410e+01 9.37073322e+00 5.59341654e+00 1.39471818e+00 7.35547820e-01 1.85140140e+03
9.46289062e+02 2.72464817e-02 3.51357490e+01 9.38336981e+00 5.60143471e+00 1.39297486e+00 7.35319128e-01 1.85347894e+03
9.47753906e+02 2.72353956e-02 3.51923322e+01 9.39602507e+00 5.60946418e+00 1.39120367e+00 7.35092378e-01 1.85556347e+03
9.49218750e+02 2.72250272e-02 3.52483409e+01 9.40869971e+00 5.61750691e+00 1.38938732e+00 7.34867592e-01 1.85765570e+03
9.50683594e+02 2.72150080e-02 3.53037556e+01 9.42138781e+00 5.62556011e+00 1.38766922e+00 7.34644608e-01 1.85975433e+03
9.52148438e+02 2.72055982e-02 3.53585483e+01 9.43408352e+00 5.63362027e+00 1.38605414e+00 7.34423265e-01 1.86185781e+03
9.53613281e+02 2.71968581e-02 3.54127689e+01 9.44679085e+00 5.64168871e+00 1.38439619e+00 7.34203680e-01 1.86396687e+03
9.55078125e+02 2.71878925e-02 3.54664672e+01 9.45951524e+00 5.64976754e+00 1.38261592e+00 7.33986004e-01 1.86608264e+03
9.56542969e+02 2.71787477e-02 3.55196229e+01 9.47225386e+00 5.65785416e+00 1.38093603e+00 7.33770157e-01 1.86820404e+03
9.58007812e+02 2.71695750e-02 3.55721679e+01 9.48499734e+00 5.66594182e+00 1.37950277e+00 7.33555874e-01 1.87032821e+03
9.59472656e+02 2.71611955e-02 3.56277963e+01 9.50279300e+00 5.67911286e+00 1.38093060e+00 7.33337687e-01 1.87411837e+03
9.60937500e+02 2.71547575e-02 3.56840703e+01 9.51513882e+00 5.68701347e+00 1.37891987e+00 7.33112093e-01 1.87614826e+03
9.62402344e+02 2.71486558e-02 3.57400186e+01 9.52752307e+00 5.69493227e+00 1.37694369e+00 7.32888905e-01 1.87818870e+03
9.63867188e+02 2.71412476e-02 3.57957133e+01 9.53994663e+00 5.70286864e+00 1.37529747e+00 7.32668146e-01 1.88023959e+03
9.65332031e+02 2.71318605e-02 3.58511670e+01 9.55241192e+00 5.71082322e+00 1.37381237e+00 7.32449872e-01 1.88230128e+03
9.66796875e+02 2.71205762e-02 3.59064540e+01 9.56493086e+00 5.71880331e+00 1.37237189e+00 7.32234397e-01 1.88437702e+03
9.68261719e+02 2.71087200e-02 3.59614735e+01 9.57749620e+00 5.72680518e+00 1.37107186e+00 7.32021515e-01 1.88646507e+03
9.69726562e+02 2.70965569e-02 3.60160214e+01 9.59008793e+00 5.73481665e+00 1.37000157e+00 7.31810678e-01 1.88856003e+03
9.71191406e+02 2.70837565e-02 3.60700217e+01 9.60270058e+00 5.74283457e+00 1.36914875e+00 7.31601736e-01 1.89066048e+03
9.72656250e+02 2.70711462e-02 3.61234948e+01 9.61533816e+00 5.75086252e+00 1.36825266e+00 7.31394801e-01 1.89276793e+03
9.74121094e+02 2.70590183e-02 3.61781511e+01 9.63327813e+00 5.76410928e+00 1.36973220e+00 7.31191330e-01 1.89660003e+03
9.75585938e+02 2.70478334e-02 3.62365296e+01 9.64562175e+00 5.77201387e+00 1.36864673e+00 7.30975975e-01 1.89864156e+03
9.77050781e+02 2.70382580e-02 3.62942889e+01 9.65797972e+00 5.77992920e+00 1.36722359e+00 7.30762240e-01 1.90068930e+03
9.78515625e+02 2.70297504e-02 3.63515178e+01 9.67036453e+00 5.78786144e+00 1.36562975e+00 7.30550447e-01 1.90274614e+03
9.79980469e+02 2.70219569e-02 3.64083513e+01 9.68279239e+00 5.79581819e+00 1.36390744e+00 7.30341024e-01 1.90481571e+03
9.81445312e+02 2.70137595e-02 3.64647120e+01 9.69526042e+00 5.80379586e+00 1.36218446e+00 7.30133887e-01 1.90689662e+03
9.82910156e+02 2.70045937e-02 3.65205292e+01 9.70776306e+00 5.81179025e+00 1.36054334e+00 7.29928884e-01 1.90898711e+03
9.84375000e+02 2.69955805e-02 3.65756561e+01 9.72028090e+00 5.81979004e+00 1.35889328e+00 7.29725490e-01 1.91108211e+03
9.85839844e+02 2.69871642e-02 3.66299827e+01 9.73279935e+00 5.82778687e+00 1.35725406e+00 7.29523315e-01 1.91317788e+03
9.87304688e+02 2.69789250e-02 3.66834869e+01 9.74531223e+00 5.83577680e+00 1.35577647e+00 7.29322205e-01 1.91527272e+03
9.88769531e+02 2.69704124e-02 3.67362062e+01 9.75781383e+00 5.84375667e+00 1.35436581e+00 7.29122014e-01 1.91736524e+03
9.90234375e+02 2.69617968e-02 3.67939247e+01 9.77541852e+00 5.85688161e+00 1.35528375e+00 7.28917156e-01 1.92113167e+03
9.91699219e+02 2.69520406e-02 3.68519026e+01 9.78766232e+00 5.86475308e+00 1.35390182e+00 7.28709548e-01 1.92316570e+03
9.93164062e+02 2.69403296e-02 3.69096739e+01 9.79996267e+00 5.87265370e+00 1.35267976e+00 7.28504604e-01 1.92521487e+03
9.94628906e+02 2.69271753e-02 3.69669817e+01 9.81229654e+00 5.88057123e+00 1.35168529e+00 7.28301725e-01 1.92727358e+03
9.96093750e+02 2.69140556e-02 3.70236243e+01 9.82464609e+00 5.88849711e+00 1.35085154e+00 7.28100449e-01 1.92933782e+03
9.97558594e+02 2.69020526e-02 3.70794779e+01 9.83699848e+00 5.89642479e+00 1.35007408e+00 7.27900439e-01 1.93140459e+03
9.99023438e+02 2.68912350e-02 3.71346150e+01 9.84935848e+00 5.90435649e+00 1.34906151e+00 7.27701819e-01 1.93347493e+03
1.00048828e+03 2.68814827e-02 3.71891906e+01 9.86174338e+00 5.91230024e+00 1.34759942e+00 7.27505043e-01 1.93555271e+03
1.00195312e+03 2.68718008e-02 3.72432535e+01 9.87415927e+00 5.92025787e+00 1.34604511e+00 7.27310274e-01 1.93763897e+03
1.00341797e+03 2.68614653e-02 3.72968852e+01 9.88661024e+00 5.92823121e+00 1.34480000e+00 7.27117630e-01 1.93973464e+03
1.00488281e+03 2.68511852e-02 3.73532778e+01 9.90431418e+00 5.94142935e+00 1.34663513e+00 7.26924666e-01 1.94353720e+03
1.00634766e+03 2.68416688e-02 3.74110691e+01 9.91641111e+00 5.94923652e+00 1.34523770e+00 7.26722279e-01 1.94554922e+03
1.00781250e+03 2.68326799e-02 3.74678802e+01 9.92848690e+00 5.95702575e+00 1.34385700e+00 7.26520498e-01 1.94755559e+03
1.00927734e+03 2.68228429e-02 3.75238947e+01 9.94055699e+00 5.96480414e+00 1.34262922e+00 7.26319722e-01 1.94955970e+03
1.01074219e+03 2.68120612e-02 3.75793332e+01 9.95264206e+00 5.97258370e+00 1.34139530e+00 7.26120492e-01 1.95156693e+03
1.01220703e+03 2.68004809e-02 3.76343460e+01 9.96475380e+00 5.98037238e+00 1.34020910e+00 7.25923117e-01 1.95358075e+03
1.01367188e+03 2.67879031e-02 3.76889908e+01 9.97689333e+00 5.98817295e+00 1.33924459e+00 7.25727632e-01 1.95560216e+03
1.01513672e+03 2.67757139e-02 3.77433258e+01 9.98906304e+00 5.99598858e+00 1.33845747e+00 7.25534106e-01 1.95763240e+03
1.01660156e+03 2.67650242e-02 3.77973983e+01 1.00012665e+01 6.00382196e+00 1.33758076e+00 7.25342635e-01 1.95967262e+03
1.01806641e+03 2.67552206e-02 3.78511619e+01 1.00134974e+01 6.01167004e+00 1.33643820e+00 7.25153057e-01 1.96172141e+03
1.01953125e+03 2.67460480e-02 3.79044141e+01 1.00257341e+01 6.01952066e+00 1.33514212e+00 7.24964810e-01 1.96377329e+03
1.02099609e+03 2.67367448e-02 3.79624288e+01 1.00430314e+01 6.03252135e+00 1.33702898e+00 7.24769270e-01 1.96748374e+03
1.02246094e+03 2.67270922e-02 3.80195594e+01 1.00548901e+01 6.04019926e+00 1.33562650e+00 7.24570806e-01 1.96944842e+03
1.02392578e+03 2.67178317e-02 3.80761513e+01 1.00667738e+01 6.04789209e+00 1.33413654e+00 7.24374075e-01 1.97142131e+03
1.02539062e+03 2.67093337e-02 3.81321874e+01 1.00786786e+01 6.05559735e+00 1.33269056e+00 7.24178979e-01 1.97340134e+03
1.02685547e+03 2.67016767e-02 3.81876971e+01 1.00906034e+01 6.06331414e+00 1.33127511e+00 7.23985483e-01 1.97538814e+03
1.02832031e+03 2.66942341e-02 3.82427273e+01 1.01025498e+01 6.07104271e+00 1.32979553e+00 7.23793627e-01 1.97738191e+03
1.02978516e+03 2.66865912e-02 3.82973432e+01 1.01145207e+01 6.07878400e+00 1.32837396e+00 7.23603484e-01 1.97938317e+03
1.03125000e+03 2.66797085e-02 3.83515483e+01 1.01265138e+01 6.08653649e+00 1.32698207e+00 7.23414990e-01 1.98139128e+03
1.03271484e+03 2.66741372e-02 3.84052345e+01 1.01385189e+01 6.09429418e+00 1.32543056e+00 7.23227880e-01 1.98340356e+03
1.03417969e+03 2.66689403e-02 3.84583322e+01 1.01505315e+01 6.10205377e+00 1.32394428e+00 7.23042033e-01 1.98541861e+03
1.03564453e+03 2.66638137e-02 3.85130214e+01 1.01678758e+01 6.11510153e+00 1.32460438e+00 7.22856708e-01 1.98915397e+03
1.03710938e+03 2.66582234e-02 3.85695738e+01 1.01795031e+01 6.12267442e+00 1.32287697e+00 7.22660622e-01 1.99107707e+03
1.03857422e+03 2.66516691e-02 3.86256050e+01 1.01911498e+01 6.13025172e+00 1.32139962e+00 7.22466040e-01 1.99300441e+03
1.04003906e+03 2.66439616e-02 3.86811823e+01 1.02028213e+01 6.13783441e+00 1.32001873e+00 7.22273101e-01 1.99493671e+03
1.04150391e+03 2.66345968e-02 3.87363622e+01 1.02145264e+01 6.14542654e+00 1.31877295e+00 7.22082024e-01 1.99687592e+03
1.04296875e+03 2.66237000e-02 3.87911793e+01 1.02262674e+01 6.15303049e+00 1.31754656e+00 7.21892858e-01 1.99882295e+03
1.04443359e+03 2.66123721e-02 3.88457517e+01 1.02380503e+01 6.16065188e+00 1.31622122e+00 7.21705729e-01 2.00077999e+03
1.04589844e+03 2.66023685e-02 3.89000545e+01 1.02498703e+01 6.16828985e+00 1.31476334e+00 7.21520507e-01 2.00274643e+03
1.04736328e+03 2.65936417e-02 3.89540036e+01 1.02617211e+01 6.17594029e+00 1.31317525e+00 7.21337037e-01 2.00472051e+03
1.04882812e+03 2.65847137e-02 3.90076025e+01 1.02736052e+01 6.18360360e+00 1.31158684e+00 7.21155384e-01 2.00670256e+03
1.05029297e+03 2.65754471e-02 3.90607652e+01 1.02855157e+01 6.19127600e+00 1.31020150e+00 7.20975384e-01 2.00869092e+03
1.05175781e+03 2.65640656e-02 3.91170162e+01 1.03026948e+01 6.20422313e+00 1.31204651e+00 7.20792801e-01 2.01238172e+03
1.05322266e+03 2.65502361e-02 3.91738064e+01 1.03142382e+01 6.21171959e+00 1.31097530e+00 7.20603099e-01 2.01428297e+03
1.05468750e+03 2.65361917e-02 3.92299270e+01 1.03257827e+01 6.21921740e+00 1.30994731e+00 7.20414369e-01 2.01618611e+03
1.05615234e+03 2.65234047e-02 3.92855840e+01 1.03373438e+01 6.22672808e+00 1.30905328e+00 7.20226993e-01 2.01809594e+03
1.05761719e+03 2.65127796e-02 3.93409181e+01 1.03489348e+01 6.23426080e+00 1.30802021e+00 7.20041305e-01 2.02001638e+03
1.05908203e+03 2.65043102e-02 3.93959467e+01 1.03605575e+01 6.24181593e+00 1.30673229e+00 7.19857353e-01 2.02194769e+03
1.06054688e+03 2.64975948e-02 3.94507023e+01 1.03722152e+01 6.24939430e+00 1.30526545e+00 7.19675215e-01 2.02389038e+03
