x utau delta99 delta* theta beta Ue Reth 
2.63671875e+02 4.86046364e-02 9.59539154e+00 1.83209865e+00 1.17070037e+00 1.83319577e-01 9.70057550e-01 5.11041031e+02
2.65136719e+02 4.85407507e-02 9.62954124e+00 1.83967708e+00 1.17553853e+00 1.86480917e-01 9.69674007e-01 5.12950120e+02
2.66601562e+02 4.84766282e-02 9.66342704e+00 1.84731466e+00 1.18041295e+00 1.89760218e-01 9.69291144e-01 5.14873721e+02
2.68066406e+02 4.84135580e-02 9.69703930e+00 1.85500732e+00 1.18532289e+00 1.93112957e-01 9.68908626e-01 5.16811306e+02
2.69531250e+02 4.83526329e-02 9.73047086e+00 1.86275955e+00 1.19027127e+00 1.96498393e-01 9.68527029e-01 5.18764455e+02
2.70996094e+02 4.82934498e-02 9.76381644e+00 1.87058204e+00 1.19526350e+00 1.99851178e-01 9.68147548e-01 5.20736142e+02
2.72460938e+02 4.82351769e-02 9.79713362e+00 1.87847849e+00 1.20030154e+00 2.03227130e-01 9.67770567e-01 5.22727424e+02
2.73925781e+02 4.81774678e-02 9.83342735e+00 1.88929276e+00 1.20825497e+00 2.07170263e-01 9.67375035e-01 5.25976064e+02
2.75390625e+02 4.81200667e-02 9.86951313e+00 1.89704401e+00 1.21321496e+00 2.10567490e-01 9.66951706e-01 5.27904125e+02
2.76855469e+02 4.80619391e-02 9.90521579e+00 1.90485815e+00 1.21821063e+00 2.14052484e-01 9.66528694e-01 5.29845989e+02
2.78320312e+02 4.80023446e-02 9.94057471e+00 1.91273449e+00 1.22323941e+00 2.17556777e-01 9.66105917e-01 5.31800475e+02
2.79785156e+02 4.79409995e-02 9.97570492e+00 1.92068247e+00 1.22830694e+00 2.21111577e-01 9.65684465e-01 5.33770617e+02
2.81250000e+02 4.78789851e-02 1.00106452e+01 1.92870359e+00 1.23341383e+00 2.24746584e-01 9.65264521e-01 5.35756776e+02
2.82714844e+02 4.78169820e-02 1.00454452e+01 1.93680103e+00 1.23856189e+00 2.28433514e-01 9.64846456e-01 5.37759922e+02
2.84179688e+02 4.77549109e-02 1.00801853e+01 1.94497886e+00 1.24375538e+00 2.32203505e-01 9.64430749e-01 5.39782170e+02
2.85644531e+02 4.76935120e-02 1.01149068e+01 1.95323801e+00 1.24899716e+00 2.36045389e-01 9.64017484e-01 5.41824795e+02
2.87109375e+02 4.76329708e-02 1.01495809e+01 1.96158192e+00 1.25429103e+00 2.39891953e-01 9.63606997e-01 5.43889627e+02
2.88574219e+02 4.75736909e-02 1.01864767e+01 1.97294765e+00 1.26257902e+00 2.44264770e-01 9.63186974e-01 5.47244849e+02
2.90039062e+02 4.75158143e-02 1.02236545e+01 1.98114260e+00 1.26779167e+00 2.48032229e-01 9.62729108e-01 5.49242976e+02
2.91503906e+02 4.74574365e-02 1.02604656e+01 1.98940959e+00 1.27304482e+00 2.51931953e-01 9.62271726e-01 5.51256768e+02
2.92968750e+02 4.73968172e-02 1.02968911e+01 1.99774117e+00 1.27833165e+00 2.55997041e-01 9.61814113e-01 5.53282839e+02
2.94433594e+02 4.73336285e-02 1.03330707e+01 2.00614648e+00 1.28365820e+00 2.60132583e-01 9.61357342e-01 5.55324408e+02
2.95898438e+02 4.72693757e-02 1.03689909e+01 2.01462089e+00 1.28902171e+00 2.64308584e-01 9.60900910e-01 5.57379961e+02
2.97363281e+02 4.72059347e-02 1.04046305e+01 2.02316249e+00 1.29442141e+00 2.68487074e-01 9.60444574e-01 5.59449007e+02
2.98828125e+02 4.71437710e-02 1.04400214e+01 2.03177753e+00 1.29985967e+00 2.72664940e-01 9.59988927e-01 5.61532901e+02
3.00292969e+02 4.70812810e-02 1.04752684e+01 2.04047570e+00 1.30534081e+00 2.76894168e-01 9.59534921e-01 5.63634043e+02
3.01757812e+02 4.70169618e-02 1.05103416e+01 2.04925237e+00 1.31086191e+00 2.81251877e-01 9.59081972e-01 5.65750809e+02
3.03222656e+02 4.69515685e-02 1.05470509e+01 2.06112522e+00 1.31943213e+00 2.86372808e-01 9.58623800e-01 5.69177568e+02
3.04687500e+02 4.68867248e-02 1.05843544e+01 2.06971907e+00 1.32483913e+00 2.90855014e-01 9.58120173e-01 5.71209792e+02
3.06152344e+02 4.68226761e-02 1.06212956e+01 2.07838512e+00 1.33028448e+00 2.95258376e-01 9.57616358e-01 5.73255979e+02
3.07617188e+02 4.67576324e-02 1.06580979e+01 2.08713994e+00 1.33577753e+00 2.99645480e-01 9.57114050e-01 5.75321148e+02
3.09082031e+02 4.66912015e-02 1.06948899e+01 2.09599718e+00 1.34132708e+00 3.04184124e-01 9.56614637e-01 5.77409903e+02
3.10546875e+02 4.66253984e-02 1.07315486e+01 2.10494688e+00 1.34692735e+00 3.08850559e-01 9.56117080e-01 5.79519109e+02
3.12011719e+02 4.65601768e-02 1.07680387e+01 2.11398470e+00 1.35257647e+00 3.13544548e-01 9.55620945e-01 5.81647682e+02
3.13476562e+02 4.64938130e-02 1.08043877e+01 2.12310931e+00 1.35827538e+00 3.18305700e-01 9.55126098e-01 5.83795920e+02
3.14941406e+02 4.64274567e-02 1.08406547e+01 2.13232217e+00 1.36402683e+00 3.23175061e-01 9.54632780e-01 5.85965128e+02
3.16406250e+02 4.63622197e-02 1.08769760e+01 2.14163478e+00 1.36983869e+00 3.28079951e-01 9.54142282e-01 5.88159457e+02
3.17871094e+02 4.62984985e-02 1.09150831e+01 2.15417059e+00 1.37880330e+00 3.33747377e-01 9.53655893e-01 5.91706751e+02
3.19335938e+02 4.62361694e-02 1.09546657e+01 2.16336552e+00 1.38455756e+00 3.38653672e-01 9.53121708e-01 5.93843339e+02
3.20800781e+02 4.61737202e-02 1.09939212e+01 2.17264164e+00 1.39035818e+00 3.43582996e-01 9.52587777e-01 5.95997195e+02
3.22265625e+02 4.61092072e-02 1.10329119e+01 2.18200517e+00 1.39620588e+00 3.48523489e-01 9.52054706e-01 5.98168969e+02
3.23730469e+02 4.60421839e-02 1.10716515e+01 2.19145653e+00 1.40209862e+00 3.53578594e-01 9.51522554e-01 6.00357809e+02
3.25195312e+02 4.59741978e-02 1.11101587e+01 2.20099735e+00 1.40803786e+00 3.58769299e-01 9.50991525e-01 6.02564433e+02
3.26660156e+02 4.59074544e-02 1.11484426e+01 2.21062565e+00 1.41402584e+00 3.63927216e-01 9.50461420e-01 6.04789653e+02
3.28125000e+02 4.58436307e-02 1.11865628e+01 2.22034453e+00 1.42006897e+00 3.69074169e-01 9.49932538e-01 6.07036374e+02
3.29589844e+02 4.57827795e-02 1.12245487e+01 2.23015764e+00 1.42617066e+00 3.74298511e-01 9.49405268e-01 6.09306273e+02
3.31054688e+02 4.57233736e-02 1.12625147e+01 2.24007464e+00 1.43233455e+00 3.79482133e-01 9.48880627e-01 6.11601529e+02
3.32519531e+02 4.56628077e-02 1.13030319e+01 2.25318696e+00 1.44165455e+00 3.85513487e-01 9.48347557e-01 6.15235308e+02
3.33984375e+02 4.56010609e-02 1.13442941e+01 2.26298210e+00 1.44775535e+00 3.90729139e-01 9.47778347e-01 6.17468028e+02
3.35449219e+02 4.55404921e-02 1.13853840e+01 2.27288212e+00 1.45391615e+00 3.95924405e-01 9.47211070e-01 6.19724463e+02
3.36914062e+02 4.54813878e-02 1.14263991e+01 2.28289939e+00 1.46014107e+00 4.01090394e-01 9.46646976e-01 6.22007158e+02
3.38378906e+02 4.54214679e-02 1.14672767e+01 2.29302913e+00 1.46642217e+00 4.06346692e-01 9.46085642e-01 6.24312431e+02
3.39843750e+02 4.53576464e-02 1.15078568e+01 2.30325507e+00 1.47274675e+00 4.11800088e-01 9.45525566e-01 6.26633869e+02
3.41308594e+02 4.52910647e-02 1.15479958e+01 2.31356056e+00 1.47910558e+00 4.17327960e-01 9.44965220e-01 6.28966497e+02
3.42773438e+02 4.52253477e-02 1.15877837e+01 2.32394751e+00 1.48550229e+00 4.22825719e-01 9.44404905e-01 6.31312041e+02
3.44238281e+02 4.51614287e-02 1.16274782e+01 2.33443791e+00 1.49195323e+00 4.28353788e-01 9.43846816e-01 6.33678887e+02
3.45703125e+02 4.50976273e-02 1.16680916e+01 2.34832601e+00 1.50168939e+00 4.34851883e-01 9.43301959e-01 6.37445947e+02
3.47167969e+02 4.50315755e-02 1.17108667e+01 2.35866094e+00 1.50804416e+00 4.40421075e-01 9.42696808e-01 6.39732788e+02
3.48632812e+02 4.49631795e-02 1.17532554e+01 2.36909556e+00 1.51444974e+00 4.45994357e-01 9.42092757e-01 6.42038457e+02
3.50097656e+02 4.48938264e-02 1.17952630e+01 2.37963447e+00 1.52090885e+00 4.51614961e-01 9.41490267e-01 6.44364396e+02
3.51562500e+02 4.48241559e-02 1.18367111e+01 2.39025929e+00 1.52740912e+00 4.57395102e-01 9.40887674e-01 6.46704188e+02
3.53027344e+02 4.47549325e-02 1.18777435e+01 2.40097684e+00 1.53395637e+00 4.63296224e-01 9.40285775e-01 6.49060809e+02
3.54492188e+02 4.46866190e-02 1.19184862e+01 2.41179227e+00 1.54055525e+00 4.69300751e-01 9.39685204e-01 6.51436637e+02
3.55957031e+02 4.46176515e-02 1.19589767e+01 2.42270572e+00 1.54720522e+00 4.75332009e-01 9.39086063e-01 6.53831486e+02
3.57421875e+02 4.45481445e-02 1.19992031e+01 2.43371720e+00 1.55390530e+00 4.81317693e-01 9.38488351e-01 6.56244909e+02
3.58886719e+02 4.44779800e-02 1.20391274e+01 2.44482455e+00 1.56065372e+00 4.87368747e-01 9.37891856e-01 6.58675984e+02
3.60351562e+02 4.44066041e-02 1.20815201e+01 2.45915164e+00 1.57060673e+00 4.94684278e-01 9.37278111e-01 6.62442889e+02
3.61816406e+02 4.43344790e-02 1.21242011e+01 2.47007397e+00 1.57724197e+00 5.00914504e-01 9.36633347e-01 6.64783840e+02
3.63281250e+02 4.42622150e-02 1.21667440e+01 2.48110920e+00 1.58393953e+00 5.07192208e-01 9.35991167e-01 6.67149035e+02
3.64746094e+02 4.41895096e-02 1.22091918e+01 2.49226534e+00 1.59070619e+00 5.13505908e-01 9.35352283e-01 6.69541798e+02
3.66210938e+02 4.41160102e-02 1.22514210e+01 2.50353086e+00 1.59753345e+00 5.19841535e-01 9.34715688e-01 6.71957811e+02
3.67675781e+02 4.40420160e-02 1.22933431e+01 2.51489439e+00 1.60441195e+00 5.26235103e-01 9.34080458e-01 6.74392430e+02
3.69140625e+02 4.39672900e-02 1.23350755e+01 2.52636783e+00 1.61134743e+00 5.32674873e-01 9.33447784e-01 6.76848908e+02
3.70605469e+02 4.38919197e-02 1.23766696e+01 2.53795708e+00 1.61834163e+00 5.39076190e-01 9.32818267e-01 6.79328383e+02
3.72070312e+02 4.38172144e-02 1.24180510e+01 2.54965039e+00 1.62538577e+00 5.45508771e-01 9.32190861e-01 6.81826394e+02
3.73535156e+02 4.37429459e-02 1.24606916e+01 2.56476513e+00 1.63576514e+00 5.53344037e-01 9.31566569e-01 6.85720852e+02
3.75000000e+02 4.36675991e-02 1.25052810e+01 2.57629357e+00 1.64270433e+00 5.59865418e-01 9.30894493e-01 6.88132987e+02
3.76464844e+02 4.35909358e-02 1.25496384e+01 2.58794284e+00 1.64970469e+00 5.66353236e-01 9.30225819e-01 6.90569052e+02
3.77929688e+02 4.35144146e-02 1.25937616e+01 2.59971663e+00 1.65677035e+00 5.72863711e-01 9.29560830e-01 6.93030969e+02
3.79394531e+02 4.34387716e-02 1.26376080e+01 2.61160882e+00 1.66389817e+00 5.79496239e-01 9.28899065e-01 6.95517054e+02
3.80859375e+02 4.33643709e-02 1.26810543e+01 2.62360113e+00 1.67107591e+00 5.86182827e-01 9.28239117e-01 6.98021110e+02
3.82324219e+02 4.32891752e-02 1.27241484e+01 2.63569101e+00 1.67830236e+00 5.92948170e-01 9.27580938e-01 7.00542576e+02
3.83789062e+02 4.32123857e-02 1.27670095e+01 2.64788430e+00 1.68558251e+00 5.99866925e-01 9.26925183e-01 7.03083993e+02
3.85253906e+02 4.31378756e-02 1.28096849e+01 2.66018467e+00 1.69292091e+00 6.06751437e-01 9.26272285e-01 7.05647575e+02
3.86718750e+02 4.30669928e-02 1.28522470e+01 2.67260366e+00 1.70032454e+00 6.13484577e-01 9.25623292e-01 7.08236999e+02
3.88183594e+02 4.29954332e-02 1.28993535e+01 2.68822181e+00 1.71097412e+00 6.21557659e-01 9.24941416e-01 7.12147872e+02
3.89648438e+02 4.29209732e-02 1.29453900e+01 2.70050512e+00 1.71830362e+00 6.28330388e-01 9.24251491e-01 7.14665109e+02
3.91113281e+02 4.28456701e-02 1.29911166e+01 2.71290416e+00 1.72569410e+00 6.35166685e-01 9.23564725e-01 7.17205589e+02
3.92578125e+02 4.27705572e-02 1.30365650e+01 2.72541588e+00 1.73314144e+00 6.42029407e-01 9.22880999e-01 7.19767486e+02
3.94042969e+02 4.26947386e-02 1.30817646e+01 2.73804483e+00 1.74064664e+00 6.48879071e-01 9.22200761e-01 7.22351543e+02
3.95507812e+02 4.26200833e-02 1.31267709e+01 2.75079748e+00 1.74821358e+00 6.55748396e-01 9.21524638e-01 7.24959849e+02
3.96972656e+02 4.25468879e-02 1.31715071e+01 2.76366166e+00 1.75583345e+00 6.62585654e-01 9.20851668e-01 7.27587973e+02
3.98437500e+02 4.24725092e-02 1.32159063e+01 2.77663424e+00 1.76350287e+00 6.69487674e-01 9.20181673e-01 7.30234360e+02
3.99902344e+02 4.23973114e-02 1.32601675e+01 2.78973387e+00 1.77123473e+00 6.76471941e-01 9.19516433e-01 7.32905750e+02
4.01367188e+02 4.23242542e-02 1.33094004e+01 2.80607656e+00 1.78226068e+00 6.84794010e-01 9.18818490e-01 7.36908332e+02
4.02832031e+02 4.22533409e-02 1.33574441e+01 2.81903489e+00 1.78991608e+00 6.91606758e-01 9.18113622e-01 7.39505852e+02
4.04296875e+02 4.21809678e-02 1.34049568e+01 2.83210093e+00 1.79762591e+00 6.98469378e-01 9.17411523e-01 7.42123224e+02
4.05761719e+02 4.21074743e-02 1.34519474e+01 2.84527509e+00 1.80539242e+00 7.05291827e-01 9.16712284e-01 7.44761434e+02
4.07226562e+02 4.20357325e-02 1.34986620e+01 2.85857946e+00 1.81323174e+00 7.12080044e-01 9.16017848e-01 7.47428686e+02
4.08691406e+02 4.19649598e-02 1.35451357e+01 2.87201121e+00 1.82113934e+00 7.18907225e-01 9.15328158e-01 7.50123052e+02
4.10156250e+02 4.18939086e-02 1.35912589e+01 2.88555324e+00 1.82910218e+00 7.25879563e-01 9.14641964e-01 7.52838123e+02
4.11621094e+02 4.18218430e-02 1.36371196e+01 2.89920706e+00 1.83712209e+00 7.33016262e-01 9.13959578e-01 7.55574900e+02
4.13085938e+02 4.17491695e-02 1.36845208e+01 2.91645831e+00 1.84865177e+00 7.41866401e-01 9.13282444e-01 7.59753544e+02
4.14550781e+02 4.16774542e-02 1.37340616e+01 2.92992251e+00 1.85657570e+00 7.49014872e-01 9.12559048e-01 7.62405730e+02
4.16015625e+02 4.16066950e-02 1.37831367e+01 2.94348829e+00 1.86455791e+00 7.56154909e-01 9.11838512e-01 7.65079070e+02
4.17480469e+02 4.15361335e-02 1.38316397e+01 2.95714501e+00 1.87259000e+00 7.63202936e-01 9.11120078e-01 7.67769456e+02
4.18945312e+02 4.14663660e-02 1.38795825e+01 2.97089705e+00 1.88067407e+00 7.70200097e-01 9.10404157e-01 7.70478070e+02
4.20410156e+02 4.13982210e-02 1.39270488e+01 2.98474867e+00 1.88881170e+00 7.77251367e-01 9.09691178e-01 7.73205901e+02
4.21875000e+02 4.13295164e-02 1.39741892e+01 2.99871268e+00 1.89700767e+00 7.84333323e-01 9.08982295e-01 7.75955874e+02
4.23339844e+02 4.12591862e-02 1.40211784e+01 3.01280799e+00 1.90527115e+00 7.91404745e-01 9.08279127e-01 7.78733108e+02
4.24804688e+02 4.11877708e-02 1.40679482e+01 3.02703194e+00 1.91359906e+00 7.98416598e-01 9.07581490e-01 7.81536187e+02
4.26269531e+02 4.11152759e-02 1.41169649e+01 3.04476636e+00 1.92540478e+00 8.07149949e-01 9.06874285e-01 7.85745037e+02
4.27734375e+02 4.10411796e-02 1.41667082e+01 3.05875553e+00 1.93359176e+00 8.14167565e-01 9.06133861e-01 7.88441835e+02
4.29199219e+02 4.09666135e-02 1.42160623e+01 3.07286600e+00 1.94183656e+00 8.21142870e-01 9.05398094e-01 7.91160805e+02
4.30664062e+02 4.08934789e-02 1.42650693e+01 3.08710145e+00 1.95014081e+00 8.28076186e-01 9.04667390e-01 7.93902958e+02
4.32128906e+02 4.08207298e-02 1.43138036e+01 3.10147010e+00 1.95850981e+00 8.34997546e-01 9.03942476e-01 7.96671092e+02
4.33593750e+02 4.07457854e-02 1.43622754e+01 3.11597259e+00 1.96694394e+00 8.42026131e-01 9.03223519e-01 7.99465511e+02
4.35058594e+02 4.06684541e-02 1.44104297e+01 3.13059919e+00 1.97543837e+00 8.49272457e-01 9.02509975e-01 8.02283777e+02
4.36523438e+02 4.05920722e-02 1.44582130e+01 3.14534084e+00 1.98398916e+00 8.56560287e-01 9.01801335e-01 8.05123833e+02
4.37988281e+02 4.05174868e-02 1.45055220e+01 3.16018823e+00 1.99259114e+00 8.63878719e-01 9.01096984e-01 8.07983041e+02
4.39453125e+02 4.04449653e-02 1.45561202e+01 3.17844487e+00 2.00464389e+00 8.73061166e-01 9.00368369e-01 8.12213079e+02
4.40917969e+02 4.03746078e-02 1.46065052e+01 3.19302618e+00 2.01310079e+00 8.80008127e-01 8.99621589e-01 8.14963018e+02
4.42382812e+02 4.03055573e-02 1.46564128e+01 3.20771245e+00 2.02161419e+00 8.86974223e-01 8.98878904e-01 8.17733858e+02
4.43847656e+02 4.02370517e-02 1.47059899e+01 3.22251620e+00 2.03019045e+00 8.93981393e-01 8.98141406e-01 8.20529147e+02
4.45312500e+02 4.01695743e-02 1.47552476e+01 3.23743973e+00 2.03882730e+00 9.00969545e-01 8.97409443e-01 8.23348293e+02
4.46777344e+02 4.01031423e-02 1.48041648e+01 3.25248118e+00 2.04751847e+00 9.07852290e-01 8.96682992e-01 8.26188747e+02
4.48242188e+02 4.00348391e-02 1.48526247e+01 3.26762819e+00 2.05625300e+00 9.14785091e-01 8.95961198e-01 8.29045306e+02
4.49707031e+02 3.99629374e-02 1.49007039e+01 3.28288622e+00 2.06503436e+00 9.21886092e-01 8.95244586e-01 8.31919873e+02
4.51171875e+02 3.98884322e-02 1.49485696e+01 3.29826801e+00 2.07387284e+00 9.29040718e-01 8.94534229e-01 8.34817608e+02
4.52636719e+02 3.98121481e-02 1.50015929e+01 3.31701468e+00 2.08616536e+00 9.38291815e-01 8.93790165e-01 8.39067337e+02
4.54101562e+02 3.97357686e-02 1.50534211e+01 3.33217349e+00 2.09488644e+00 9.45538072e-01 8.93042921e-01 8.41870579e+02
4.55566406e+02 3.96629766e-02 1.51048086e+01 3.34744521e+00 2.10366847e+00 9.52570893e-01 8.92300854e-01 8.44697326e+02
4.57031250e+02 3.95946342e-02 1.51558453e+01 3.36283841e+00 2.11251513e+00 9.59378201e-01 8.91564714e-01 8.47549776e+02
4.58496094e+02 3.95299498e-02 1.52066228e+01 3.37836106e+00 2.12142695e+00 9.66047756e-01 8.90835188e-01 8.50428801e+02
4.59960938e+02 3.94643860e-02 1.52571751e+01 3.39401898e+00 2.13040282e+00 9.72698453e-01 8.90112770e-01 8.53334441e+02
4.61425781e+02 3.93950809e-02 1.53074683e+01 3.40981396e+00 2.13944335e+00 9.79513098e-01 8.89397656e-01 8.56267154e+02
4.62890625e+02 3.93222783e-02 1.53574637e+01 3.42573796e+00 2.14854629e+00 9.86520825e-01 8.88689352e-01 8.59225596e+02
4.64355469e+02 3.92489894e-02 1.54101231e+01 3.44531927e+00 2.16128138e+00 9.95731193e-01 8.87973640e-01 8.63622404e+02
4.65820312e+02 3.91780971e-02 1.54640652e+01 3.46098352e+00 2.17025397e+00 1.00223904e+00 8.87227343e-01 8.66478898e+02
4.67285156e+02 3.91089522e-02 1.55175115e+01 3.47678289e+00 2.17930600e+00 1.00878842e+00 8.86487846e-01 8.69367729e+02
4.68750000e+02 3.90406257e-02 1.55704240e+01 3.49270816e+00 2.18842885e+00 1.01557220e+00 8.85754755e-01 8.72285067e+02
4.70214844e+02 3.89740577e-02 1.56227625e+01 3.50874035e+00 2.19760630e+00 1.02215713e+00 8.85026977e-01 8.75223387e+02
4.71679688e+02 3.89094307e-02 1.56745286e+01 3.52487201e+00 2.20682823e+00 1.02858855e+00 8.84304135e-01 8.78178297e+02
4.73144531e+02 3.88435037e-02 1.57257297e+01 3.54110496e+00 2.21609039e+00 1.03517581e+00 8.83586454e-01 8.81148351e+02
4.74609375e+02 3.87759139e-02 1.57765230e+01 3.55745730e+00 2.22540247e+00 1.04172380e+00 8.82875309e-01 8.84138801e+02
4.76074219e+02 3.87081339e-02 1.58270072e+01 3.57393756e+00 2.23476766e+00 1.04825168e+00 8.82171394e-01 8.87151647e+02
4.77539062e+02 3.86387953e-02 1.58831386e+01 3.59385860e+00 2.24766707e+00 1.05725952e+00 8.81434596e-01 8.91527183e+02
4.79003906e+02 3.85693873e-02 1.59379913e+01 3.61009270e+00 2.25688542e+00 1.06394360e+00 8.80696054e-01 8.94433536e+02
4.80468750e+02 3.85002422e-02 1.59922277e+01 3.62643285e+00 2.26614794e+00 1.07069345e+00 8.79963038e-01 8.97356891e+02
4.81933594e+02 3.84279984e-02 1.60459315e+01 3.64288298e+00 2.27545614e+00 1.07767785e+00 8.79235942e-01 9.00298272e+02
