x utau delta99 delta* theta beta Ue Reth 
7.83691406e+02 2.83948881e-02 2.85946226e+01 7.75479553e+00 4.55585829e+00 2.01851203e+00 7.63277440e-01 1.56482273e+03
7.85156250e+02 2.83739849e-02 2.86599846e+01 7.77977193e+00 4.57165232e+00 2.02302007e+00 7.62872404e-01 1.56941433e+03
7.86621094e+02 2.83538369e-02 2.87269778e+01 7.79947686e+00 4.58235596e+00 2.02296835e+00 7.62457530e-01 1.57223331e+03
7.88085938e+02 2.83330798e-02 2.87937371e+01 7.81928679e+00 4.59311159e+00 2.02363227e+00 7.62048578e-01 1.57507837e+03
7.89550781e+02 2.83085812e-02 2.88598142e+01 7.83916254e+00 4.60389351e+00 2.02480376e+00 7.61644191e-01 1.57793794e+03
7.91015625e+02 2.82810284e-02 2.89250346e+01 7.85909078e+00 4.61469249e+00 2.02586446e+00 7.61243902e-01 1.58080793e+03
7.92480469e+02 2.82549804e-02 2.89894517e+01 7.87908278e+00 4.62551502e+00 2.02625727e+00 7.60848094e-01 1.58369143e+03
7.93945312e+02 2.82300341e-02 2.90532197e+01 7.89915418e+00 4.63636958e+00 2.02617767e+00 7.60457313e-01 1.58659252e+03
7.95410156e+02 2.82027386e-02 2.91166561e+01 7.91932695e+00 4.64726671e+00 2.02673373e+00 7.60072352e-01 1.58951652e+03
7.96875000e+02 2.81726142e-02 2.91798061e+01 7.93959433e+00 4.65820229e+00 2.02823708e+00 7.59692979e-01 1.59246161e+03
7.98339844e+02 2.81429465e-02 2.92485565e+01 7.96463280e+00 4.67403115e+00 2.03456761e+00 7.59301074e-01 1.59704859e+03
7.99804688e+02 2.81131082e-02 2.93169679e+01 7.98436911e+00 4.68471986e+00 2.03611867e+00 7.58901135e-01 1.59985765e+03
8.01269531e+02 2.80795886e-02 2.93842488e+01 8.00415001e+00 4.69542724e+00 2.03814714e+00 7.58504843e-01 1.60267694e+03
8.02734375e+02 2.80430541e-02 2.94506825e+01 8.02400826e+00 4.70617213e+00 2.04036582e+00 7.58113330e-01 1.60551532e+03
8.04199219e+02 2.80074438e-02 2.95164372e+01 8.04395918e+00 4.71696522e+00 2.04217115e+00 7.57727140e-01 1.60837766e+03
8.05664062e+02 2.79739329e-02 2.95816563e+01 8.06400966e+00 4.72781176e+00 2.04410798e+00 7.57346538e-01 1.61126634e+03
8.07128906e+02 2.79437528e-02 2.96461755e+01 8.08413545e+00 4.73869855e+00 2.04599976e+00 7.56970715e-01 1.61417521e+03
8.08593750e+02 2.79182294e-02 2.97099810e+01 8.10432677e+00 4.74962034e+00 2.04721924e+00 7.56599348e-01 1.61710184e+03
8.10058594e+02 2.78947190e-02 2.97732079e+01 8.12459548e+00 4.76058308e+00 2.04824432e+00 7.56232834e-01 1.62004915e+03
8.11523438e+02 2.78708246e-02 2.98433053e+01 8.14957363e+00 4.77645075e+00 2.05330848e+00 7.55848907e-01 1.62462379e+03
8.12988281e+02 2.78472859e-02 2.99115337e+01 8.16930927e+00 4.78718037e+00 2.05445500e+00 7.55462188e-01 1.62744019e+03
8.14453125e+02 2.78248931e-02 2.99782961e+01 8.18906080e+00 4.79791416e+00 2.05544116e+00 7.55078055e-01 1.63025986e+03
8.15917969e+02 2.78030724e-02 3.00440644e+01 8.20886279e+00 4.80866894e+00 2.05594008e+00 7.54697721e-01 1.63309117e+03
8.17382812e+02 2.77788987e-02 3.01091689e+01 8.22873243e+00 4.81945244e+00 2.05663417e+00 7.54321786e-01 1.63593809e+03
8.18847656e+02 2.77522550e-02 3.01736659e+01 8.24866478e+00 4.83026342e+00 2.05802942e+00 7.53950090e-01 1.63879989e+03
8.20312500e+02 2.77262006e-02 3.02375621e+01 8.26865918e+00 4.84110423e+00 2.05935205e+00 7.53582617e-01 1.64167740e+03
8.21777344e+02 2.77014167e-02 3.03006075e+01 8.28869019e+00 4.85196194e+00 2.06054306e+00 7.53218515e-01 1.64456441e+03
8.23242188e+02 2.76796476e-02 3.03625679e+01 8.30872934e+00 4.86282123e+00 2.06136785e+00 7.52856845e-01 1.64745371e+03
8.24707031e+02 2.76608591e-02 3.04311842e+01 8.33344792e+00 4.87859065e+00 2.06650065e+00 7.52475376e-01 1.65195870e+03
8.26171875e+02 2.76427386e-02 3.04980310e+01 8.35292618e+00 4.88919462e+00 2.06661428e+00 7.52093385e-01 1.65470892e+03
8.27636719e+02 2.76247950e-02 3.05639970e+01 8.37245404e+00 4.89981973e+00 2.06629380e+00 7.51715043e-01 1.65747069e+03
8.29101562e+02 2.76030478e-02 3.06290952e+01 8.39203892e+00 4.91046701e+00 2.06603683e+00 7.51340544e-01 1.66024483e+03
8.30566406e+02 2.75764282e-02 3.06934453e+01 8.41169833e+00 4.92114884e+00 2.06653758e+00 7.50970427e-01 1.66303676e+03
8.32031250e+02 2.75507985e-02 3.07571612e+01 8.43144846e+00 4.93187837e+00 2.06686152e+00 7.50605244e-01 1.66585219e+03
8.33496094e+02 2.75281278e-02 3.08201540e+01 8.45127737e+00 4.94264693e+00 2.06678495e+00 7.50244631e-01 1.66868745e+03
8.34960938e+02 2.75065523e-02 3.08822326e+01 8.47114843e+00 4.95342978e+00 2.06711025e+00 7.49887429e-01 1.67153163e+03
8.36425781e+02 2.74856321e-02 3.09434442e+01 8.49104411e+00 4.96421345e+00 2.06763961e+00 7.49533123e-01 1.67437908e+03
8.37890625e+02 2.74652948e-02 3.10100658e+01 8.51576134e+00 4.97998657e+00 2.07289138e+00 7.49163537e-01 1.67887096e+03
8.39355469e+02 2.74454962e-02 3.10756618e+01 8.53506292e+00 4.99048017e+00 2.07264556e+00 7.48788382e-01 1.68156611e+03
8.40820312e+02 2.74259745e-02 3.11402231e+01 8.55440137e+00 5.00098586e+00 2.07240285e+00 7.48416350e-01 1.68426881e+03
8.42285156e+02 2.74053914e-02 3.12039869e+01 8.57379544e+00 5.01151689e+00 2.07232226e+00 7.48048060e-01 1.68698497e+03
8.43750000e+02 2.73837415e-02 3.12670896e+01 8.59324645e+00 5.02207746e+00 2.07265559e+00 7.47683561e-01 1.68971614e+03
8.45214844e+02 2.73609335e-02 3.13294754e+01 8.61273437e+00 5.03265437e+00 2.07373762e+00 7.47322217e-01 1.69245649e+03
8.46679688e+02 2.73353899e-02 3.13911593e+01 8.63226324e+00 5.04324692e+00 2.07522505e+00 7.46964169e-01 1.69520614e+03
8.48144531e+02 2.73089996e-02 3.14523275e+01 8.65186700e+00 5.05387532e+00 2.07606300e+00 7.46610516e-01 1.69797441e+03
8.49609375e+02 2.72836455e-02 3.15130665e+01 8.67155663e+00 5.06454681e+00 2.07666955e+00 7.46261638e-01 1.70076465e+03
8.51074219e+02 2.72589731e-02 3.15770615e+01 8.69644807e+00 5.08042121e+00 2.08232037e+00 7.45910803e-01 1.70529348e+03
8.52539062e+02 2.72336927e-02 3.16433187e+01 8.71564782e+00 5.09087495e+00 2.08381086e+00 7.45545157e-01 1.70796472e+03
8.54003906e+02 2.72056576e-02 3.17088505e+01 8.73487786e+00 5.10134399e+00 2.08602904e+00 7.45182482e-01 1.71064448e+03
8.55468750e+02 2.71772943e-02 3.17734629e+01 8.75412484e+00 5.11182038e+00 2.08831746e+00 7.44822366e-01 1.71332917e+03
8.56933594e+02 2.71510247e-02 3.18372403e+01 8.77340738e+00 5.12231196e+00 2.08969285e+00 7.44465399e-01 1.71602281e+03
8.58398438e+02 2.71261419e-02 3.19003881e+01 8.79275172e+00 5.13283073e+00 2.09023856e+00 7.44112393e-01 1.71873133e+03
8.59863281e+02 2.70997566e-02 3.19629287e+01 8.81215687e+00 5.14337615e+00 2.09102550e+00 7.43763280e-01 1.72145444e+03
8.61328125e+02 2.70715524e-02 3.20248528e+01 8.83161744e+00 5.15394788e+00 2.09228187e+00 7.43417869e-01 1.72419163e+03
8.62792969e+02 2.70445694e-02 3.20861101e+01 8.85112422e+00 5.16454249e+00 2.09359970e+00 7.43075851e-01 1.72694106e+03
8.64257812e+02 2.70186838e-02 3.21465942e+01 8.87066201e+00 5.17514926e+00 2.09463536e+00 7.42736733e-01 1.72969805e+03
8.65722656e+02 2.69916090e-02 3.22136701e+01 8.89511287e+00 5.19085200e+00 2.09964491e+00 7.42382303e-01 1.73411850e+03
8.67187500e+02 2.69633454e-02 3.22790970e+01 8.91418483e+00 5.20125380e+00 2.10066150e+00 7.42027189e-01 1.73676228e+03
8.68652344e+02 2.69369431e-02 3.23437589e+01 8.93332176e+00 5.21169173e+00 2.10110191e+00 7.41675815e-01 1.73942357e+03
8.70117188e+02 2.69152752e-02 3.24077098e+01 8.95252410e+00 5.22216761e+00 2.10068032e+00 7.41328183e-01 1.74210301e+03
8.71582031e+02 2.68962671e-02 3.24709136e+01 8.97178613e+00 5.23267555e+00 2.10008281e+00 7.40984126e-01 1.74479828e+03
8.73046875e+02 2.68770217e-02 3.25333335e+01 8.99109966e+00 5.24320707e+00 2.09978021e+00 7.40643410e-01 1.74750604e+03
8.74511719e+02 2.68565904e-02 3.25949375e+01 9.01044706e+00 5.25374825e+00 2.09989943e+00 7.40305487e-01 1.75022040e+03
8.75976562e+02 2.68331988e-02 3.26557888e+01 9.02982786e+00 5.26429471e+00 2.10039266e+00 7.39970334e-01 1.75293986e+03
8.77441406e+02 2.68079300e-02 3.27163083e+01 9.04930005e+00 5.27487857e+00 2.10075180e+00 7.39639737e-01 1.75567941e+03
8.78906250e+02 2.67842891e-02 3.27805985e+01 9.07415389e+00 5.29079823e+00 2.10375312e+00 7.39309871e-01 1.76019271e+03
8.80371094e+02 2.67626589e-02 3.28474496e+01 9.09332035e+00 5.30125784e+00 2.10435786e+00 7.38968464e-01 1.76285806e+03
8.81835938e+02 2.67397838e-02 3.29131513e+01 9.11251318e+00 5.31172762e+00 2.10529204e+00 7.38629532e-01 1.76552950e+03
8.83300781e+02 2.67167751e-02 3.29776567e+01 9.13171609e+00 5.32220246e+00 2.10583565e+00 7.38292604e-01 1.76820422e+03
8.84765625e+02 2.66965775e-02 3.30410704e+01 9.15093172e+00 5.33268520e+00 2.10592622e+00 7.37957784e-01 1.77088345e+03
8.86230469e+02 2.66761770e-02 3.31035799e+01 9.17017688e+00 5.34318329e+00 2.10645202e+00 7.37625604e-01 1.77357096e+03
8.87695312e+02 2.66550136e-02 3.31654631e+01 9.18947759e+00 5.35370880e+00 2.10689878e+00 7.37296849e-01 1.77627268e+03
8.89160156e+02 2.66339557e-02 3.32270113e+01 9.20886345e+00 5.36427511e+00 2.10687433e+00 7.36972401e-01 1.77899522e+03
8.90625000e+02 2.66132440e-02 3.32884961e+01 9.22836145e+00 5.37489547e+00 2.10644415e+00 7.36653080e-01 1.78174499e+03
8.92089844e+02 2.65931148e-02 3.33501006e+01 9.24798452e+00 5.38557666e+00 2.10601935e+00 7.36339287e-01 1.78452526e+03
8.93554688e+02 2.65706517e-02 3.34177012e+01 9.27270057e+00 5.40148261e+00 2.11218028e+00 7.36014142e-01 1.78900541e+03
8.95019531e+02 2.65462191e-02 3.34839420e+01 9.29181237e+00 5.41193027e+00 2.11241719e+00 7.35683601e-01 1.79166076e+03
8.96484375e+02 2.65226869e-02 3.35490945e+01 9.31095060e+00 5.42239324e+00 2.11274561e+00 7.35355510e-01 1.79432404e+03
8.97949219e+02 2.65019294e-02 3.36135434e+01 9.33013492e+00 5.43288539e+00 2.11337047e+00 7.35030479e-01 1.79700136e+03
8.99414062e+02 2.64847200e-02 3.36774899e+01 9.34938883e+00 5.44341731e+00 2.11359088e+00 7.34709243e-01 1.79969805e+03
9.00878906e+02 2.64710651e-02 3.37409791e+01 9.36872135e+00 5.45398919e+00 2.11303157e+00 7.34392105e-01 1.80241497e+03
9.02343750e+02 2.64587063e-02 3.38039352e+01 9.38811474e+00 5.46458482e+00 2.11213634e+00 7.34078608e-01 1.80514567e+03
9.03808594e+02 2.64434401e-02 3.38663155e+01 9.40754929e+00 5.47518929e+00 2.11182601e+00 7.33768230e-01 1.80788398e+03
9.05273438e+02 2.64250797e-02 3.39284006e+01 9.42704183e+00 5.48581181e+00 2.11260187e+00 7.33461521e-01 1.81063434e+03
9.06738281e+02 2.64054986e-02 3.39931606e+01 9.45199209e+00 5.50183730e+00 2.11869244e+00 7.33156123e-01 1.81516757e+03
9.08203125e+02 2.63838773e-02 3.40606214e+01 9.47099616e+00 5.51222298e+00 2.11958814e+00 7.32834325e-01 1.81779579e+03
9.09667969e+02 2.63586450e-02 3.41266604e+01 9.48998221e+00 5.52258650e+00 2.12123469e+00 7.32513850e-01 1.82041700e+03
9.11132812e+02 2.63300195e-02 3.41915708e+01 9.50897329e+00 5.53294586e+00 2.12315427e+00 7.32195325e-01 1.82303869e+03
9.12597656e+02 2.63022313e-02 3.42557659e+01 9.52800401e+00 5.54332646e+00 2.12467741e+00 7.31879735e-01 1.82567174e+03
9.14062500e+02 2.62796127e-02 3.43195034e+01 9.54709380e+00 5.55374123e+00 2.12529293e+00 7.31567656e-01 1.82832185e+03
9.15527344e+02 2.62605330e-02 3.43828333e+01 9.56625182e+00 5.56419093e+00 2.12561660e+00 7.31259369e-01 1.83099004e+03
9.16992188e+02 2.62422595e-02 3.44455206e+01 9.58545238e+00 5.57465643e+00 2.12594377e+00 7.30954155e-01 1.83366823e+03
9.18457031e+02 2.62222856e-02 3.45073197e+01 9.60465473e+00 5.58511423e+00 2.12652335e+00 7.30650857e-01 1.83634582e+03
9.19921875e+02 2.61989567e-02 3.45682668e+01 9.62385032e+00 5.59556211e+00 2.12780255e+00 7.30349247e-01 1.83902156e+03
9.21386719e+02 2.61746520e-02 3.46338922e+01 9.64834954e+00 5.61138237e+00 2.13407773e+00 7.30041505e-01 1.84344391e+03
9.22851562e+02 2.61516213e-02 3.47004276e+01 9.66714568e+00 5.62167054e+00 2.13468255e+00 7.29727591e-01 1.84602965e+03
9.24316406e+02 2.61305337e-02 3.47665090e+01 9.68600132e+00 5.63199433e+00 2.13540651e+00 7.29417127e-01 1.84863291e+03
9.25781250e+02 2.61103068e-02 3.48319467e+01 9.70489282e+00 5.64234191e+00 2.13648308e+00 7.29109448e-01 1.85124816e+03
9.27246094e+02 2.60894172e-02 3.48967224e+01 9.72382002e+00 5.65271414e+00 2.13731673e+00 7.28804554e-01 1.85387571e+03
9.28710938e+02 2.60689357e-02 3.49609474e+01 9.74279009e+00 5.66311240e+00 2.13800297e+00 7.28502641e-01 1.85651655e+03
9.30175781e+02 2.60502469e-02 3.50246587e+01 9.76180573e+00 5.67353457e+00 2.13870775e+00 7.28203782e-01 1.85917020e+03
9.31640625e+02 2.60319392e-02 3.50879301e+01 9.78088389e+00 5.68398811e+00 2.13923352e+00 7.27908457e-01 1.86184036e+03
9.33105469e+02 2.60126318e-02 3.51506887e+01 9.80002584e+00 5.69447342e+00 2.13940039e+00 7.27616696e-01 1.86452727e+03
9.34570312e+02 2.59946030e-02 3.52138969e+01 9.82483360e+00 5.71051364e+00 2.14347339e+00 7.27330287e-01 1.86904329e+03
9.36035156e+02 2.59790310e-02 3.52814406e+01 9.84348725e+00 5.72078269e+00 2.14271201e+00 7.27023843e-01 1.87161544e+03
9.37500000e+02 2.59651338e-02 3.53479958e+01 9.86215256e+00 5.73105409e+00 2.14158010e+00 7.26719322e-01 1.87419049e+03
9.38964844e+02 2.59513628e-02 3.54137672e+01 9.88085277e+00 5.74133996e+00 2.14049557e+00 7.26417358e-01 1.87677405e+03
9.40429688e+02 2.59349483e-02 3.54790942e+01 9.89961594e+00 5.75165382e+00 2.13946964e+00 7.26118727e-01 1.87937260e+03
9.41894531e+02 2.59165233e-02 3.55440969e+01 9.91845265e+00 5.76200105e+00 2.13844368e+00 7.25823742e-01 1.88198872e+03
9.43359375e+02 2.58965996e-02 3.56085560e+01 9.93733848e+00 5.77236727e+00 2.13821432e+00 7.25531742e-01 1.88461606e+03
9.44824219e+02 2.58739285e-02 3.56724430e+01 9.95626334e+00 5.78274694e+00 2.13964349e+00 7.25242455e-01 1.88725211e+03
9.46289062e+02 2.58508571e-02 3.57359107e+01 9.97524053e+00 5.79314838e+00 2.14149157e+00 7.24956272e-01 1.88990067e+03
9.47753906e+02 2.58294941e-02 3.57988338e+01 9.99426245e+00 5.80356826e+00 2.14258950e+00 7.24672998e-01 1.89256014e+03
9.49218750e+02 2.58100383e-02 3.58648588e+01 1.00187878e+01 5.81949755e+00 2.14664583e+00 7.24387536e-01 1.89700717e+03
9.50683594e+02 2.57914712e-02 3.59326824e+01 1.00372715e+01 5.82967373e+00 2.14884416e+00 7.24088557e-01 1.89954002e+03
9.52148438e+02 2.57728302e-02 3.59993552e+01 1.00557455e+01 5.83983890e+00 2.15079593e+00 7.23790958e-01 1.90207017e+03
9.53613281e+02 2.57519512e-02 3.60649553e+01 1.00742142e+01 5.84999673e+00 2.15208263e+00 7.23494794e-01 1.90459898e+03
9.55078125e+02 2.57309131e-02 3.61297566e+01 1.00927009e+01 5.86016170e+00 2.15258588e+00 7.23200665e-01 1.90713278e+03
9.56542969e+02 2.57113995e-02 3.61942907e+01 1.01112708e+01 5.87036870e+00 2.15199932e+00 7.22910335e-01 1.90968759e+03
9.58007812e+02 2.56919619e-02 3.62586092e+01 1.01299367e+01 5.88062509e+00 2.15115635e+00 7.22624129e-01 1.91226671e+03
9.59472656e+02 2.56719702e-02 3.63222421e+01 1.01486477e+01 5.89090333e+00 2.15137496e+00 7.22340681e-01 1.91485761e+03
9.60937500e+02 2.56508541e-02 3.63847556e+01 1.01673521e+01 5.90117640e+00 2.15194121e+00 7.22058608e-01 1.91744785e+03
9.62402344e+02 2.56297000e-02 3.64462911e+01 1.01860565e+01 5.91145238e+00 2.15214406e+00 7.21778069e-01 1.92004051e+03
9.63867188e+02 2.56126064e-02 3.65127741e+01 1.02101895e+01 5.92724324e+00 2.15673900e+00 7.21490875e-01 1.92440336e+03
9.65332031e+02 2.55996872e-02 3.65790338e+01 1.02284399e+01 5.93733725e+00 2.15685478e+00 7.21197048e-01 1.92689554e+03
9.66796875e+02 2.55886732e-02 3.66439787e+01 1.02466926e+01 5.94743213e+00 2.15632722e+00 7.20904749e-01 1.92938943e+03
9.68261719e+02 2.55779594e-02 3.67082291e+01 1.02649799e+01 5.95754197e+00 2.15468652e+00 7.20614805e-01 1.93189182e+03
9.69726562e+02 2.55662496e-02 3.67720231e+01 1.02833175e+01 5.96767154e+00 2.15289309e+00 7.20327591e-01 1.93440531e+03
9.71191406e+02 2.55514075e-02 3.68350817e+01 1.03016915e+01 5.97781191e+00 2.15206157e+00 7.20042722e-01 1.93692598e+03
9.72656250e+02 2.55331738e-02 3.68974548e+01 1.03201085e+01 5.98796813e+00 2.15199365e+00 7.19760364e-01 1.93945595e+03
9.74121094e+02 2.55139405e-02 3.69592720e+01 1.03385787e+01 5.99814852e+00 2.15235794e+00 7.19480771e-01 1.94199864e+03
9.75585938e+02 2.54967493e-02 3.70202184e+01 1.03570741e+01 6.00833974e+00 2.15259260e+00 7.19203190e-01 1.94454770e+03
9.77050781e+02 2.54829960e-02 3.70802817e+01 1.03755862e+01 6.01853678e+00 2.15183804e+00 7.18927388e-01 1.94710092e+03
9.78515625e+02 2.54707870e-02 3.71455629e+01 1.03996306e+01 6.03431476e+00 2.15419793e+00 7.18646450e-01 1.95144249e+03
9.79980469e+02 2.54576624e-02 3.72115271e+01 1.04178310e+01 6.04438353e+00 2.15279131e+00 7.18361154e-01 1.95392265e+03
9.81445312e+02 2.54426466e-02 3.72769562e+01 1.04361038e+01 6.05448092e+00 2.15196871e+00 7.18078966e-01 1.95641793e+03
9.82910156e+02 2.54259576e-02 3.73414607e+01 1.04544194e+01 6.06458994e+00 2.15124589e+00 7.17799090e-01 1.95892071e+03
9.84375000e+02 2.54087473e-02 3.74051694e+01 1.04727917e+01 6.07471872e+00 2.15016669e+00 7.17521865e-01 1.96143458e+03
9.85839844e+02 2.53908476e-02 3.74683292e+01 1.04912437e+01 6.08487958e+00 2.14926728e+00 7.17247884e-01 1.96396515e+03
9.87304688e+02 2.53702882e-02 3.75309697e+01 1.05097778e+01 6.09507280e+00 2.14919349e+00 7.16977210e-01 1.96651273e+03
9.88769531e+02 2.53477949e-02 3.75928755e+01 1.05283688e+01 6.10528445e+00 2.14974481e+00 7.16709180e-01 1.96907104e+03
9.90234375e+02 2.53248402e-02 3.76539864e+01 1.05469948e+01 6.11550357e+00 2.15014891e+00 7.16443244e-01 1.97163505e+03
9.91699219e+02 2.53018778e-02 3.77148241e+01 1.05656924e+01 6.12575151e+00 2.15047258e+00 7.16180395e-01 1.97421441e+03
9.93164062e+02 2.52798986e-02 3.77805053e+01 1.05899536e+01 6.14161338e+00 2.15660598e+00 7.15912186e-01 1.97858513e+03
9.94628906e+02 2.52587810e-02 3.78463027e+01 1.06081976e+01 6.15165551e+00 2.15663475e+00 7.15636297e-01 1.98105659e+03
9.96093750e+02 2.52374087e-02 3.79108779e+01 1.06264300e+01 6.16169002e+00 2.15694907e+00 7.15361270e-01 1.98352548e+03
9.97558594e+02 2.52155421e-02 3.79743677e+01 1.06446646e+01 6.17173015e+00 2.15733565e+00 7.15087458e-01 1.98599707e+03
9.99023438e+02 2.51942761e-02 3.80371776e+01 1.06629473e+01 6.18180710e+00 2.15759564e+00 7.14816046e-01 1.98848471e+03
1.00048828e+03 2.51727370e-02 3.80995737e+01 1.06813167e+01 6.19194494e+00 2.15773188e+00 7.14548035e-01 1.99099894e+03
1.00195312e+03 2.51513442e-02 3.81613227e+01 1.06997467e+01 6.20212960e+00 2.15791963e+00 7.14282780e-01 1.99353347e+03
1.00341797e+03 2.51325018e-02 3.82225210e+01 1.07182245e+01 6.21235174e+00 2.15795111e+00 7.14019981e-01 1.99608447e+03
1.00488281e+03 2.51153889e-02 3.82833104e+01 1.07367514e+01 6.22260669e+00 2.15786857e+00 7.13759705e-01 1.99865066e+03
1.00634766e+03 2.50994797e-02 3.83435063e+01 1.07553052e+01 6.23287594e+00 2.15726976e+00 7.13501379e-01 2.00122451e+03
1.00781250e+03 2.50842828e-02 3.84072333e+01 1.07795737e+01 6.24885338e+00 2.16120059e+00 7.13241481e-01 2.00562365e+03
1.00927734e+03 2.50698121e-02 3.84737692e+01 1.07977896e+01 6.25899157e+00 2.16016554e+00 7.12973473e-01 2.00812273e+03
1.01074219e+03 2.50555846e-02 3.85402864e+01 1.08161113e+01 6.26918771e+00 2.15905577e+00 7.12709339e-01 2.01064888e+03
1.01220703e+03 2.50410343e-02 3.86064291e+01 1.08345136e+01 6.27942767e+00 2.15780283e+00 7.12448463e-01 2.01319587e+03
1.01367188e+03 2.50257463e-02 3.86720525e+01 1.08529787e+01 6.28970561e+00 2.15754060e+00 7.12190410e-01 2.01576061e+03
1.01513672e+03 2.50104018e-02 3.87368905e+01 1.08714753e+01 6.30000661e+00 2.15798480e+00 7.11934414e-01 2.01833618e+03
1.01660156e+03 2.49950662e-02 3.88007497e+01 1.08899793e+01 6.31031632e+00 2.15807052e+00 7.11679894e-01 2.02091636e+03
1.01806641e+03 2.49812627e-02 3.88636045e+01 1.09084841e+01 6.32063128e+00 2.15791542e+00 7.11426708e-01 2.02349966e+03
1.01953125e+03 2.49707452e-02 3.89254970e+01 1.09269867e+01 6.33094884e+00 2.15769706e+00 7.11174801e-01 2.02608507e+03
1.02099609e+03 2.49622763e-02 3.89864464e+01 1.09454816e+01 6.34126064e+00 2.15691618e+00 7.10924038e-01 2.02866958e+03
1.02246094e+03 2.49533597e-02 3.90504510e+01 1.09697293e+01 6.35731389e+00 2.15936557e+00 7.10671886e-01 2.03308391e+03
1.02392578e+03 2.49431586e-02 3.91167957e+01 1.09878319e+01 6.36745479e+00 2.15815956e+00 7.10410475e-01 2.03557796e+03
1.02539062e+03 2.49327427e-02 3.91822482e+01 1.10059724e+01 6.37760930e+00 2.15720930e+00 7.10151243e-01 2.03808023e+03
1.02685547e+03 2.49213462e-02 3.92469355e+01 1.10241464e+01 6.38777395e+00 2.15662478e+00 7.09894109e-01 2.04058939e+03
1.02832031e+03 2.49080487e-02 3.93108288e+01 1.10423436e+01 6.39794447e+00 2.15636257e+00 7.09638824e-01 2.04310340e+03
1.02978516e+03 2.48928768e-02 3.93739178e+01 1.10605606e+01 6.40812006e+00 2.15633201e+00 7.09385294e-01 2.04562176e+03
1.03125000e+03 2.48771774e-02 3.94364035e+01 1.10788167e+01 6.41831183e+00 2.15631904e+00 7.09133977e-01 2.04814935e+03
1.03271484e+03 2.48634556e-02 3.94981020e+01 1.10970933e+01 6.42851009e+00 2.15572531e+00 7.08884406e-01 2.05068175e+03
1.03417969e+03 2.48501217e-02 3.95589257e+01 1.11153663e+01 6.43870020e+00 2.15486356e+00 7.08636003e-01 2.05321265e+03
1.03564453e+03 2.48334592e-02 3.96189762e+01 1.11336320e+01 6.44887882e+00 2.15478285e+00 7.08388715e-01 2.05574084e+03
1.03710938e+03 2.48129211e-02 3.96802463e+01 1.11578277e+01 6.46489842e+00 2.16210635e+00 7.08144342e-01 2.06013656e+03
1.03857422e+03 2.47907614e-02 3.97467236e+01 1.11758118e+01 6.47496832e+00 2.16317479e+00 7.07889476e-01 2.06260287e+03
1.04003906e+03 2.47689977e-02 3.98124703e+01 1.11938413e+01 6.48506187e+00 2.16411043e+00 7.07636951e-01 2.06508123e+03
1.04150391e+03 2.47491425e-02 3.98772638e+01 1.12118917e+01 6.49516645e+00 2.16496154e+00 7.07386162e-01 2.06756589e+03
1.04296875e+03 2.47319685e-02 3.99409742e+01 1.12299412e+01 6.50526908e+00 2.16522307e+00 7.07136587e-01 2.07005120e+03
1.04443359e+03 2.47141768e-02 4.00036659e+01 1.12479911e+01 6.51536824e+00 2.16556501e+00 7.06888262e-01 2.07253680e+03
1.04589844e+03 2.46940747e-02 4.00654811e+01 1.12660484e+01 6.52546805e+00 2.16668682e+00 7.06641368e-01 2.07502455e+03
1.04736328e+03 2.46745396e-02 4.01265498e+01 1.12841151e+01 6.53557197e+00 2.16807331e+00 7.06395982e-01 2.07751580e+03
1.04882812e+03 2.46563556e-02 4.01870120e+01 1.13022012e+01 6.54568736e+00 2.16902176e+00 7.06152369e-01 2.08001369e+03
1.05029297e+03 2.46391214e-02 4.02469439e+01 1.13203116e+01 6.55581941e+00 2.16956059e+00 7.05910658e-01 2.08252026e+03
1.05175781e+03 2.46221610e-02 4.03064818e+01 1.13384510e+01 6.56597481e+00 2.17033582e+00 7.05670984e-01 2.08503806e+03
1.05322266e+03 2.46060076e-02 4.03714176e+01 1.13623483e+01 6.58194667e+00 2.17663225e+00 7.05427250e-01 2.08938804e+03
1.05468750e+03 2.45922618e-02 4.04364107e+01 1.13800964e+01 6.59197430e+00 2.17714385e+00 7.05177672e-01 2.09183089e+03
1.05615234e+03 2.45806804e-02 4.05004843e+01 1.13978345e+01 6.60201521e+00 2.17744126e+00 7.04929151e-01 2.09427884e+03
1.05761719e+03 2.45696076e-02 4.05638393e+01 1.14155714e+01 6.61207195e+00 2.17746522e+00 7.04681899e-01 2.09673334e+03
1.05908203e+03 2.45582244e-02 4.06265689e+01 1.14333044e+01 6.62214148e+00 2.17755627e+00 7.04435856e-01 2.09919325e+03
1.06054688e+03 2.45468731e-02 4.06886647e+01 1.14510343e+01 6.63222184e+00 2.17808453e+00 7.04191049e-01 2.10165807e+03
1.06201172e+03 2.45361855e-02 4.07501706e+01 1.14687662e+01 6.64231324e+00 2.17878430e+00 7.03947606e-01 2.10412823e+03
1.06347656e+03 2.45266645e-02 4.08113420e+01 1.14865190e+01 6.65242474e+00 2.17913878e+00 7.03705969e-01 2.10660795e+03
1.06494141e+03 2.45203945e-02 4.08724563e+01 1.15043178e+01 6.66257085e+00 2.17882129e+00 7.03466732e-01 2.10910363e+03
1.06640625e+03 2.45159990e-02 4.09334810e+01 1.15221641e+01 6.67275115e+00 2.17821461e+00 7.03229921e-01 2.11161522e+03
