x utau delta99 delta* theta beta Ue Reth 
3.38378906e+02 4.39465877e-02 1.19778308e+01 2.43787794e+00 1.55426666e+00 5.31468594e-01 9.23244187e-01 6.45735445e+02
3.39843750e+02 4.38748743e-02 1.20217014e+01 2.44945449e+00 1.56130180e+00 5.37678500e-01 9.22561136e-01 6.48178363e+02
3.41308594e+02 4.38029479e-02 1.20652092e+01 2.46112671e+00 1.56838542e+00 5.43921429e-01 9.21879395e-01 6.50637992e+02
3.42773438e+02 4.37306014e-02 1.21083719e+01 2.47289786e+00 1.57551534e+00 5.50218463e-01 9.21199321e-01 6.53113648e+02
3.44238281e+02 4.36572189e-02 1.21512391e+01 2.48477546e+00 1.58269476e+00 5.56572514e-01 9.20521640e-01 6.55607151e+02
3.45703125e+02 4.35822649e-02 1.21939592e+01 2.49677581e+00 1.58993588e+00 5.62904851e-01 9.19847810e-01 6.58124568e+02
3.47167969e+02 4.35056525e-02 1.22365340e+01 2.50890131e+00 1.59724268e+00 5.69271249e-01 9.19177988e-01 6.60667641e+02
3.48632812e+02 4.34290546e-02 1.22789211e+01 2.52115083e+00 1.60461491e+00 5.75734855e-01 9.18512115e-01 6.63236206e+02
3.50097656e+02 4.33529472e-02 1.23225108e+01 2.53705209e+00 1.61553200e+00 5.83734392e-01 9.17854985e-01 6.67270843e+02
3.51562500e+02 4.32770058e-02 1.23685557e+01 2.54910604e+00 1.62278193e+00 5.90320431e-01 9.17140633e-01 6.69743663e+02
3.53027344e+02 4.32022154e-02 1.24141838e+01 2.56126516e+00 1.63008120e+00 5.96908593e-01 9.16428121e-01 6.72233513e+02
3.54492188e+02 4.31277570e-02 1.24593021e+01 2.57352481e+00 1.63742499e+00 6.03535174e-01 9.15717065e-01 6.74738103e+02
3.55957031e+02 4.30517824e-02 1.25040342e+01 2.58589644e+00 1.64482077e+00 6.10228303e-01 9.15008455e-01 6.77261211e+02
3.57421875e+02 4.29745520e-02 1.25485536e+01 2.59839668e+00 1.65228024e+00 6.16937675e-01 9.14303697e-01 6.79808670e+02
3.58886719e+02 4.28954979e-02 1.25928342e+01 2.61102723e+00 1.65980468e+00 6.23736638e-01 9.13602955e-01 6.82381106e+02
3.60351562e+02 4.28148657e-02 1.26368380e+01 2.62378584e+00 1.66739288e+00 6.30679059e-01 9.12906122e-01 6.84977924e+02
3.61816406e+02 4.27342539e-02 1.26806666e+01 2.63667453e+00 1.67504515e+00 6.37745499e-01 9.12213495e-01 6.87599456e+02
3.63281250e+02 4.26528772e-02 1.27243738e+01 2.64969224e+00 1.68275809e+00 6.44918517e-01 9.11525115e-01 6.90244319e+02
3.64746094e+02 4.25697042e-02 1.27711567e+01 2.66623981e+00 1.69396801e+00 6.53775969e-01 9.10822923e-01 6.94307202e+02
3.66210938e+02 4.24861221e-02 1.28185578e+01 2.67905349e+00 1.70155117e+00 6.61105930e-01 9.10086291e-01 6.96851277e+02
3.67675781e+02 4.24044435e-02 1.28653714e+01 2.69197256e+00 1.70918585e+00 6.68369386e-01 9.09351508e-01 6.99412828e+02
3.69140625e+02 4.23244962e-02 1.29117358e+01 2.70500882e+00 1.71688020e+00 6.75534573e-01 9.08619637e-01 7.01995980e+02
3.70605469e+02 4.22455634e-02 1.29578679e+01 2.71817870e+00 1.72464496e+00 6.82734877e-01 9.07892089e-01 7.04606182e+02
3.72070312e+02 4.21684203e-02 1.30037451e+01 2.73147956e+00 1.73247885e+00 6.90019493e-01 9.07168691e-01 7.07242756e+02
3.73535156e+02 4.20936631e-02 1.30493566e+01 2.74490697e+00 1.74038011e+00 6.97274258e-01 9.06449179e-01 7.09904756e+02
3.75000000e+02 4.20208519e-02 1.30948289e+01 2.75846326e+00 1.74834915e+00 7.04532614e-01 9.05733850e-01 7.12592552e+02
3.76464844e+02 4.19479499e-02 1.31402724e+01 2.77216010e+00 1.75639143e+00 7.11941825e-01 9.05023818e-01 7.15309234e+02
3.77929688e+02 4.18732359e-02 1.31871035e+01 2.78963005e+00 1.76809259e+00 7.21221005e-01 9.04323089e-01 7.19517129e+02
3.79394531e+02 4.17962816e-02 1.32367831e+01 2.80313782e+00 1.77602387e+00 7.28751503e-01 9.03567728e-01 7.22141035e+02
3.80859375e+02 4.17167189e-02 1.32858143e+01 2.81675347e+00 1.78400320e+00 7.36335301e-01 9.02814286e-01 7.24780610e+02
3.82324219e+02 4.16355572e-02 1.33342709e+01 2.83048981e+00 1.79203796e+00 7.44028842e-01 9.02063860e-01 7.27439707e+02
3.83789062e+02 4.15534416e-02 1.33821830e+01 2.84434607e+00 1.80012842e+00 7.51877664e-01 9.01316490e-01 7.30118442e+02
3.85253906e+02 4.14705492e-02 1.34295305e+01 2.85831495e+00 1.80826928e+00 7.59816059e-01 9.00571646e-01 7.32814220e+02
3.86718750e+02 4.13870332e-02 1.34764346e+01 2.87240762e+00 1.81646768e+00 7.67714003e-01 8.99830310e-01 7.35530706e+02
3.88183594e+02 4.13022317e-02 1.35230113e+01 2.88663271e+00 1.82472881e+00 7.75704027e-01 8.99093262e-01 7.38270622e+02
3.89648438e+02 4.12157565e-02 1.35693200e+01 2.90099192e+00 1.83305410e+00 7.83903315e-01 8.98360713e-01 7.41034703e+02
3.91113281e+02 4.11302589e-02 1.36154087e+01 2.91548951e+00 1.84144791e+00 7.92064311e-01 8.97633075e-01 7.43825046e+02
3.92578125e+02 4.10475255e-02 1.36663525e+01 2.93350861e+00 1.85339600e+00 8.01865297e-01 8.96877570e-01 7.48021185e+02
3.94042969e+02 4.09680233e-02 1.37167749e+01 2.94785279e+00 1.86170960e+00 8.09839340e-01 8.96108356e-01 7.50732087e+02
3.95507812e+02 4.08923177e-02 1.37667189e+01 2.96232687e+00 1.87008985e+00 8.17719391e-01 8.95342998e-01 7.53467333e+02
3.96972656e+02 4.08179963e-02 1.38163136e+01 2.97694320e+00 1.87854084e+00 8.25547935e-01 8.94582526e-01 7.56229416e+02
3.98437500e+02 4.07424528e-02 1.38658245e+01 2.99172533e+00 1.88707586e+00 8.33496899e-01 8.93828869e-01 7.59025298e+02
3.99902344e+02 4.06643071e-02 1.39151131e+01 3.00665444e+00 1.89568259e+00 8.41742238e-01 8.93080634e-01 7.61848836e+02
4.01367188e+02 4.05844485e-02 1.39639955e+01 3.02171056e+00 1.90434728e+00 8.50168152e-01 8.92336351e-01 7.64693238e+02
4.02832031e+02 4.05045654e-02 1.40125990e+01 3.03690962e+00 1.91307990e+00 8.58552230e-01 8.91597397e-01 7.67563675e+02
4.04296875e+02 4.04254540e-02 1.40610181e+01 3.05226566e+00 1.92189075e+00 8.66896942e-01 8.90864993e-01 7.70465335e+02
4.05761719e+02 4.03474367e-02 1.41140041e+01 3.07120264e+00 1.93430953e+00 8.77191376e-01 8.90106658e-01 7.74783806e+02
4.07226562e+02 4.02692369e-02 1.41664511e+01 3.08634305e+00 1.94299111e+00 8.85582536e-01 8.89329458e-01 7.77581652e+02
4.08691406e+02 4.01897148e-02 1.42182311e+01 3.10160059e+00 1.95172355e+00 8.94161096e-01 8.88555427e-01 7.80396550e+02
4.10156250e+02 4.01097706e-02 1.42694831e+01 3.11698198e+00 1.96051398e+00 9.02801639e-01 8.87785215e-01 7.83231898e+02
4.11621094e+02 4.00300696e-02 1.43203097e+01 3.13249609e+00 1.96936972e+00 9.11399026e-01 8.87019600e-01 7.86091295e+02
4.13085938e+02 3.99486305e-02 1.43707428e+01 3.14814632e+00 1.97829232e+00 9.20171058e-01 8.86258905e-01 7.88975633e+02
4.14550781e+02 3.98646319e-02 1.44207551e+01 3.16392460e+00 1.98727472e+00 9.29206538e-01 8.85502569e-01 7.91881592e+02
4.16015625e+02 3.97796933e-02 1.44703228e+01 3.17982615e+00 1.99631190e+00 9.38322684e-01 8.84750276e-01 7.94806875e+02
4.17480469e+02 3.96962221e-02 1.45196127e+01 3.19587010e+00 2.00541457e+00 9.47379585e-01 8.84003530e-01 7.97757102e+02
4.18945312e+02 3.96130376e-02 1.45741158e+01 3.21552817e+00 2.01817133e+00 9.58427445e-01 8.83228762e-01 8.02128133e+02
4.20410156e+02 3.95285379e-02 1.46283453e+01 3.23140221e+00 2.02717833e+00 9.67330760e-01 8.82442086e-01 8.04990365e+02
4.21875000e+02 3.94435264e-02 1.46822091e+01 3.24743347e+00 2.03626462e+00 9.76402644e-01 8.81661373e-01 8.07883138e+02
4.23339844e+02 3.93573733e-02 1.47354189e+01 3.26359823e+00 2.04541573e+00 9.85716106e-01 8.80884969e-01 8.10799186e+02
4.24804688e+02 3.92707353e-02 1.47878603e+01 3.27988271e+00 2.05462679e+00 9.95165329e-01 8.80111991e-01 8.13735753e+02
4.26269531e+02 3.91871005e-02 1.48396641e+01 3.29629342e+00 2.06390569e+00 1.00436654e+00 8.79343012e-01 8.16696471e+02
4.27734375e+02 3.91084853e-02 1.48911321e+01 3.31285654e+00 2.07326756e+00 1.01334222e+00 8.78580070e-01 8.19689200e+02
4.29199219e+02 3.90341009e-02 1.49422970e+01 3.32957213e+00 2.08270674e+00 1.02231212e+00 8.77823307e-01 8.22711832e+02
4.30664062e+02 3.89617002e-02 1.49941405e+01 3.35032217e+00 2.09604230e+00 1.03336924e+00 8.77078151e-01 8.27276808e+02
4.32128906e+02 3.88889261e-02 1.50496086e+01 3.36679375e+00 2.10533733e+00 1.04222413e+00 8.76278246e-01 8.30187584e+02
4.33593750e+02 3.88148737e-02 1.51044258e+01 3.38339626e+00 2.11468926e+00 1.05116668e+00 8.75482657e-01 8.33118199e+02
4.35058594e+02 3.87396302e-02 1.51587338e+01 3.40013610e+00 2.12410187e+00 1.06015066e+00 8.74691895e-01 8.36070610e+02
4.36523438e+02 3.86603991e-02 1.52124843e+01 3.41701133e+00 2.13357216e+00 1.06943836e+00 8.73905885e-01 8.39043571e+02
4.37988281e+02 3.85764611e-02 1.52657137e+01 3.43402279e+00 2.14310069e+00 1.07905476e+00 8.73124834e-01 8.42037495e+02
4.39453125e+02 3.84914513e-02 1.53184480e+01 3.45116592e+00 2.15268783e+00 1.08868907e+00 8.72348525e-01 8.45052325e+02
4.40917969e+02 3.84083140e-02 1.53707242e+01 3.46844820e+00 2.16234019e+00 1.09833548e+00 8.71577533e-01 8.48091207e+02
4.42382812e+02 3.83280117e-02 1.54226181e+01 3.48587914e+00 2.17206304e+00 1.10799287e+00 8.70812634e-01 8.51156972e+02
4.43847656e+02 3.82478430e-02 1.54768322e+01 3.50732196e+00 2.18570283e+00 1.11972814e+00 8.70050107e-01 8.55751941e+02
4.45312500e+02 3.81656100e-02 1.55342153e+01 3.52459929e+00 2.19534493e+00 1.12921783e+00 8.69250022e-01 8.58736631e+02
4.46777344e+02 3.80826778e-02 1.55910314e+01 3.54203482e+00 2.20506229e+00 1.13885102e+00 8.68456137e-01 8.61749944e+02
4.48242188e+02 3.80006926e-02 1.56472903e+01 3.55962767e+00 2.21485367e+00 1.14850492e+00 8.67668492e-01 8.64791434e+02
4.49707031e+02 3.79188972e-02 1.57030355e+01 3.57738060e+00 2.22471874e+00 1.15814802e+00 8.66887406e-01 8.67861296e+02
4.51171875e+02 3.78357445e-02 1.57582111e+01 3.59528215e+00 2.23464818e+00 1.16794900e+00 8.66112230e-01 8.70955254e+02
4.52636719e+02 3.77518295e-02 1.58128857e+01 3.61333644e+00 2.24464485e+00 1.17786359e+00 8.65343375e-01 8.74074849e+02
4.54101562e+02 3.76685199e-02 1.58670668e+01 3.63154101e+00 2.25470899e+00 1.18780290e+00 8.64580757e-01 8.77220104e+02
4.55566406e+02 3.75853658e-02 1.59207963e+01 3.64989868e+00 2.26484375e+00 1.19785027e+00 8.63824727e-01 8.80392614e+02
4.57031250e+02 3.75018861e-02 1.59794296e+01 3.67209187e+00 2.27883737e+00 1.21054237e+00 8.63048424e-01 8.85036149e+02
4.58496094e+02 3.74193096e-02 1.60385615e+01 3.69025015e+00 2.28886945e+00 1.22053991e+00 8.62255521e-01 8.88115646e+02
4.59960938e+02 3.73378938e-02 1.60971164e+01 3.70855837e+00 2.29897376e+00 1.23064740e+00 8.61468670e-01 8.91222242e+02
4.61425781e+02 3.72562253e-02 1.61549007e+01 3.72700375e+00 2.30914144e+00 1.24071288e+00 8.60687115e-01 8.94351726e+02
4.62890625e+02 3.71732822e-02 1.62119334e+01 3.74559007e+00 2.31937114e+00 1.25074928e+00 8.59911218e-01 8.97503966e+02
4.64355469e+02 3.70893957e-02 1.62683040e+01 3.76431687e+00 2.32965876e+00 1.26099349e+00 8.59141058e-01 9.00677469e+02
4.65820312e+02 3.70054193e-02 1.63240905e+01 3.78318390e+00 2.34000352e+00 1.27134331e+00 8.58376727e-01 9.03872052e+02
4.67285156e+02 3.69220116e-02 1.63793826e+01 3.80219479e+00 2.35040781e+00 1.28169032e+00 8.57618574e-01 9.07089028e+02
4.68750000e+02 3.68399902e-02 1.64368167e+01 3.82530934e+00 2.36482493e+00 1.29474278e+00 8.56861313e-01 9.11847147e+02
4.70214844e+02 3.67593285e-02 1.64974029e+01 3.84405980e+00 2.37508105e+00 1.30478988e+00 8.56064094e-01 9.14949723e+02
4.71679688e+02 3.66796789e-02 1.65571609e+01 3.86295828e+00 2.38540638e+00 1.31483096e+00 8.55272897e-01 9.18078040e+02
4.73144531e+02 3.66019907e-02 1.66159792e+01 3.88199123e+00 2.39579164e+00 1.32484856e+00 8.54486967e-01 9.21227729e+02
4.74609375e+02 3.65258488e-02 1.66738588e+01 3.90114868e+00 2.40622739e+00 1.33486938e+00 8.53705819e-01 9.24394645e+02
4.76074219e+02 3.64499483e-02 1.67309639e+01 3.92043875e+00 2.41671684e+00 1.34487330e+00 8.52930116e-01 9.27580759e+02
4.77539062e+02 3.63729684e-02 1.67875553e+01 3.93988386e+00 2.42727485e+00 1.35501399e+00 8.52161417e-01 9.30793489e+02
4.79003906e+02 3.62952139e-02 1.68437603e+01 3.95949176e+00 2.43790780e+00 1.36527024e+00 8.51400294e-01 9.34035936e+02
4.80468750e+02 3.62177070e-02 1.68997461e+01 3.97928093e+00 2.44862942e+00 1.37551826e+00 8.50648007e-01 9.37314783e+02
4.81933594e+02 3.61399040e-02 1.69615080e+01 4.00290340e+00 2.46327091e+00 1.38900899e+00 8.49867502e-01 9.42054252e+02
