x utau delta99 delta* theta beta Ue Reth 
7.54394531e+02 2.52568806e-02 3.00672304e+01 8.88224343e+00 4.95673760e+00 3.32972423e+00 7.31115324e-01 1.63077607e+03
7.55859375e+02 2.52195038e-02 3.01487926e+01 8.91149496e+00 4.97062322e+00 3.33596302e+00 7.30623239e-01 1.63424378e+03
7.57324219e+02 2.51832040e-02 3.02292029e+01 8.94089333e+00 4.98456986e+00 3.34253751e+00 7.30137873e-01 1.63774045e+03
7.58789062e+02 2.51452795e-02 3.03083408e+01 8.97042881e+00 4.99857583e+00 3.34982262e+00 7.29658934e-01 1.64126498e+03
7.60253906e+02 2.51070093e-02 3.03863216e+01 9.00010667e+00 5.01264789e+00 3.35698282e+00 7.29186632e-01 1.64482012e+03
7.61718750e+02 2.50711042e-02 3.04632236e+01 9.02992855e+00 5.02678656e+00 3.36332307e+00 7.28721060e-01 1.64840635e+03
7.63183594e+02 2.50361793e-02 3.05389664e+01 9.05987791e+00 5.04097915e+00 3.36979321e+00 7.28261698e-01 1.65201842e+03
7.64648438e+02 2.50039796e-02 3.06170201e+01 9.09523198e+00 5.06059804e+00 3.38353214e+00 7.27797859e-01 1.65739159e+03
7.66113281e+02 2.49740220e-02 3.06977287e+01 9.12433463e+00 5.07440416e+00 3.38798926e+00 7.27306279e-01 1.66079070e+03
7.67578125e+02 2.49399515e-02 3.07771488e+01 9.15355187e+00 5.08825382e+00 3.39488113e+00 7.26820173e-01 1.66421048e+03
7.69042969e+02 2.49018428e-02 3.08555665e+01 9.18290396e+00 5.10215664e+00 3.40312226e+00 7.26340245e-01 1.66765577e+03
7.70507812e+02 2.48636869e-02 3.09330403e+01 9.21239932e+00 5.11611643e+00 3.41068891e+00 7.25866845e-01 1.67112868e+03
7.71972656e+02 2.48261775e-02 3.10094218e+01 9.24202285e+00 5.13012611e+00 3.41775994e+00 7.25399538e-01 1.67462600e+03
7.73437500e+02 2.47904343e-02 3.10846585e+01 9.27175336e+00 5.14417600e+00 3.42459638e+00 7.24937665e-01 1.67814312e+03
7.74902344e+02 2.47554934e-02 3.11588635e+01 9.30159273e+00 5.15826693e+00 3.43157933e+00 7.24481320e-01 1.68168062e+03
7.76367188e+02 2.47211225e-02 3.12319819e+01 9.33153323e+00 5.17239452e+00 3.43823889e+00 7.24030286e-01 1.68523663e+03
7.77832031e+02 2.46909084e-02 3.13140298e+01 9.36647047e+00 5.19182093e+00 3.45121571e+00 7.23555191e-01 1.69045604e+03
7.79296875e+02 2.46641872e-02 3.13953774e+01 9.39588577e+00 5.20573616e+00 3.45408115e+00 7.23083282e-01 1.69388135e+03
7.80761719e+02 2.46370760e-02 3.14763490e+01 9.42550694e+00 5.21974040e+00 3.45755869e+00 7.22619784e-01 1.69734946e+03
7.82226562e+02 2.46086571e-02 3.15565597e+01 9.45529240e+00 5.23381153e+00 3.46228045e+00 7.22163407e-01 1.70085022e+03
7.83691406e+02 2.45800981e-02 3.16358505e+01 9.48521996e+00 5.24793820e+00 3.46715525e+00 7.21713489e-01 1.70437851e+03
7.85156250e+02 2.45522595e-02 3.17139958e+01 9.51527301e+00 5.26210641e+00 3.47162975e+00 7.21269547e-01 1.70792870e+03
7.86621094e+02 2.45243513e-02 3.17910243e+01 9.54545542e+00 5.27631382e+00 3.47647906e+00 7.20831748e-01 1.71150053e+03
7.88085938e+02 2.44944084e-02 3.18667941e+01 9.57573799e+00 5.29054662e+00 3.48241630e+00 7.20399190e-01 1.71508747e+03
7.89550781e+02 2.44610664e-02 3.19483769e+01 9.61116006e+00 5.31015372e+00 3.49526596e+00 7.19947545e-01 1.72036446e+03
7.91015625e+02 2.44253363e-02 3.20301540e+01 9.64067586e+00 5.32404403e+00 3.50218697e+00 7.19487091e-01 1.72376143e+03
7.92480469e+02 2.43896373e-02 3.21110466e+01 9.67034416e+00 5.33800187e+00 3.50928071e+00 7.19033313e-01 1.72719053e+03
7.93945312e+02 2.43553467e-02 3.21911336e+01 9.70017613e+00 5.35203384e+00 3.51525187e+00 7.18586627e-01 1.73065497e+03
7.95410156e+02 2.43245008e-02 3.22703869e+01 9.73015390e+00 5.36612951e+00 3.52027475e+00 7.18146545e-01 1.73415032e+03
7.96875000e+02 2.42977201e-02 3.23486336e+01 9.76023349e+00 5.38026246e+00 3.52452514e+00 7.17711765e-01 1.73766495e+03
7.98339844e+02 2.42714883e-02 3.24258406e+01 9.79040313e+00 5.39442228e+00 3.52911695e+00 7.17281980e-01 1.74119485e+03
7.99804688e+02 2.42419631e-02 3.25020681e+01 9.82066946e+00 5.40860906e+00 3.53531601e+00 7.16857459e-01 1.74474079e+03
8.01269531e+02 2.42090078e-02 3.25824753e+01 9.85649396e+00 5.42838665e+00 3.55090334e+00 7.16428016e-01 1.75007172e+03
8.02734375e+02 2.41742564e-02 3.26662537e+01 9.88613360e+00 5.44230394e+00 3.55762445e+00 7.15981217e-01 1.75346433e+03
8.04199219e+02 2.41381203e-02 3.27491018e+01 9.91588687e+00 5.45626685e+00 3.56471948e+00 7.15539990e-01 1.75687971e+03
8.05664062e+02 2.41007566e-02 3.28308053e+01 9.94572776e+00 5.47026034e+00 3.57232216e+00 7.15103563e-01 1.76031120e+03
8.07128906e+02 2.40635327e-02 3.29113943e+01 9.97566401e+00 5.48428631e+00 3.58004751e+00 7.14672196e-01 1.76376012e+03
8.08593750e+02 2.40269416e-02 3.29910239e+01 1.00057129e+01 5.49835384e+00 3.58731902e+00 7.14246436e-01 1.76723084e+03
8.10058594e+02 2.39893464e-02 3.30699197e+01 1.00358999e+01 5.51247833e+00 3.59442539e+00 7.13827074e-01 1.77073033e+03
8.11523438e+02 2.39478411e-02 3.31482838e+01 1.00662457e+01 5.52667297e+00 3.60302727e+00 7.13414773e-01 1.77426457e+03
8.12988281e+02 2.39022565e-02 3.32290393e+01 1.01024102e+01 5.54661590e+00 3.62330349e+00 7.13005231e-01 1.77964477e+03
8.14453125e+02 2.38571327e-02 3.33140797e+01 1.01320464e+01 5.56052804e+00 3.63249927e+00 7.12568566e-01 1.78301587e+03
8.15917969e+02 2.38148490e-02 3.33976776e+01 1.01617528e+01 5.57447672e+00 3.64111195e+00 7.12135947e-01 1.78640337e+03
8.17382812e+02 2.37751593e-02 3.34801582e+01 1.01915562e+01 5.58847533e+00 3.64947619e+00 7.11708178e-01 1.78981362e+03
8.18847656e+02 2.37399711e-02 3.35615569e+01 1.02214648e+01 5.60252417e+00 3.65687041e+00 7.11285529e-01 1.79324747e+03
8.20312500e+02 2.37038691e-02 3.36419505e+01 1.02514894e+01 5.61662178e+00 3.66402988e+00 7.10868318e-01 1.79670532e+03
8.21777344e+02 2.36651905e-02 3.37214025e+01 1.02816408e+01 5.63077171e+00 3.67124384e+00 7.10456864e-01 1.80018918e+03
8.23242188e+02 2.36310553e-02 3.38001214e+01 1.03119477e+01 5.64498874e+00 3.67616599e+00 7.10052022e-01 1.80370605e+03
8.24707031e+02 2.36016368e-02 3.38797347e+01 1.03484047e+01 5.66512503e+00 3.69120765e+00 7.09659305e-01 1.80913891e+03
8.26171875e+02 2.35721585e-02 3.39668795e+01 1.03782172e+01 5.67915376e+00 3.69443328e+00 7.09236601e-01 1.81253867e+03
8.27636719e+02 2.35408992e-02 3.40520229e+01 1.04080881e+01 5.69319748e+00 3.69847422e+00 7.08817275e-01 1.81594652e+03
8.29101562e+02 2.35069310e-02 3.41354329e+01 1.04380360e+01 5.70726702e+00 3.70354335e+00 7.08401908e-01 1.81936748e+03
8.30566406e+02 2.34712694e-02 3.42175109e+01 1.04680975e+01 5.72138525e+00 3.70996644e+00 7.07991639e-01 1.82281181e+03
8.32031250e+02 2.34351255e-02 3.42983147e+01 1.04982654e+01 5.73555085e+00 3.71757814e+00 7.07586326e-01 1.82627881e+03
8.33496094e+02 2.34029559e-02 3.43779957e+01 1.05285492e+01 5.74977053e+00 3.72420488e+00 7.07186272e-01 1.82977145e+03
8.34960938e+02 2.33763257e-02 3.44568213e+01 1.05589772e+01 5.76405684e+00 3.72827755e+00 7.06792301e-01 1.83329595e+03
8.36425781e+02 2.33500816e-02 3.45347190e+01 1.05895417e+01 5.77840148e+00 3.73177599e+00 7.06404227e-01 1.83684926e+03
8.37890625e+02 2.33229815e-02 3.46190461e+01 1.06254893e+01 5.79837724e+00 3.74629070e+00 7.05998898e-01 1.84214157e+03
8.39355469e+02 2.32954502e-02 3.47028987e+01 1.06553119e+01 5.81242075e+00 3.75040686e+00 7.05586305e-01 1.84552401e+03
8.40820312e+02 2.32648633e-02 3.47854190e+01 1.06852363e+01 5.82650747e+00 3.75515563e+00 7.05178421e-01 1.84892730e+03
8.42285156e+02 2.32317931e-02 3.48666885e+01 1.07152725e+01 5.84063907e+00 3.76081167e+00 7.04775547e-01 1.85235282e+03
8.43750000e+02 2.31981779e-02 3.49468453e+01 1.07454347e+01 5.85482283e+00 3.76716046e+00 7.04378141e-01 1.85580415e+03
8.45214844e+02 2.31673390e-02 3.50261833e+01 1.07757399e+01 5.86907110e+00 3.77271118e+00 7.03986781e-01 1.85928681e+03
8.46679688e+02 2.31444648e-02 3.51051408e+01 1.08062127e+01 5.88339899e+00 3.77565925e+00 7.03602238e-01 1.86280771e+03
8.48144531e+02 2.31273898e-02 3.51837048e+01 1.08368336e+01 5.89779283e+00 3.77717358e+00 7.03224029e-01 1.86636134e+03
8.49609375e+02 2.31095446e-02 3.52657745e+01 1.08732517e+01 5.91801423e+00 3.79059686e+00 7.02841971e-01 1.87174295e+03
8.51074219e+02 2.30876214e-02 3.53509350e+01 1.09030529e+01 5.93205070e+00 3.79283248e+00 7.02438126e-01 1.87510436e+03
8.52539062e+02 2.30614266e-02 3.54348037e+01 1.09329488e+01 5.94611289e+00 3.79581073e+00 7.02038830e-01 1.87848096e+03
8.54003906e+02 2.30299516e-02 3.55178513e+01 1.09629926e+01 5.96022334e+00 3.80062309e+00 7.01645596e-01 1.88188401e+03
8.55468750e+02 2.29950169e-02 3.56001767e+01 1.09931881e+01 5.97438386e+00 3.80650140e+00 7.01258584e-01 1.88531458e+03
8.56933594e+02 2.29612442e-02 3.56817660e+01 1.10235199e+01 5.98858526e+00 3.81172780e+00 7.00877404e-01 1.88876884e+03
8.58398438e+02 2.29279244e-02 3.57627215e+01 1.10539905e+01 6.00283121e+00 3.81717761e+00 7.00502135e-01 1.89224823e+03
8.59863281e+02 2.28967399e-02 3.58432307e+01 1.10846161e+01 6.01713755e+00 3.82275582e+00 7.00133256e-01 1.89575914e+03
8.61328125e+02 2.28680305e-02 3.59250987e+01 1.11214833e+01 6.03749802e+00 3.83913689e+00 6.99773367e-01 1.90119614e+03
8.62792969e+02 2.28375337e-02 3.60134266e+01 1.11514686e+01 6.05155288e+00 3.84393390e+00 6.99384354e-01 1.90456263e+03
8.64257812e+02 2.28071769e-02 3.61000228e+01 1.11815244e+01 6.06564229e+00 3.84967901e+00 6.98999171e-01 1.90794552e+03
8.65722656e+02 2.27821011e-02 3.61852926e+01 1.12116876e+01 6.07978740e+00 3.85328297e+00 6.98618854e-01 1.91135435e+03
8.67187500e+02 2.27617834e-02 3.62699074e+01 1.12420183e+01 6.09401644e+00 3.85427191e+00 6.98245053e-01 1.91480257e+03
8.68652344e+02 2.27435738e-02 3.63539535e+01 1.12725210e+01 6.10832583e+00 3.85447539e+00 6.97877915e-01 1.91828956e+03
8.70117188e+02 2.27275394e-02 3.64373555e+01 1.13031809e+01 6.12270469e+00 3.85471890e+00 6.97517097e-01 1.92181104e+03
8.71582031e+02 2.27129174e-02 3.65200483e+01 1.13339742e+01 6.13713967e+00 3.85542098e+00 6.97162021e-01 1.92536131e+03
8.73046875e+02 2.26974704e-02 3.66019532e+01 1.13648781e+01 6.15161947e+00 3.85750357e+00 6.96812103e-01 1.92893531e+03
8.74511719e+02 2.26818082e-02 3.66909971e+01 1.14011801e+01 6.17184510e+00 3.87035818e+00 6.96440948e-01 1.93424654e+03
8.75976562e+02 2.26654042e-02 3.67780451e+01 1.14312688e+01 6.18599938e+00 3.87059332e+00 6.96066567e-01 1.93764031e+03
8.77441406e+02 2.26450425e-02 3.68634044e+01 1.14614219e+01 6.20018242e+00 3.87273973e+00 6.95695857e-01 1.94104855e+03
8.78906250e+02 2.26238918e-02 3.69470959e+01 1.14916235e+01 6.21438513e+00 3.87607133e+00 6.95328417e-01 1.94446736e+03
8.80371094e+02 2.26040702e-02 3.70293134e+01 1.15218771e+01 6.22860590e+00 3.87972747e+00 6.94964354e-01 1.94789658e+03
8.81835938e+02 2.25805225e-02 3.71102414e+01 1.15521990e+01 6.24284941e+00 3.88423959e+00 6.94604117e-01 1.95133901e+03
8.83300781e+02 2.25526541e-02 3.71898945e+01 1.15826005e+01 6.25712283e+00 3.88996997e+00 6.94248024e-01 1.95479782e+03
8.84765625e+02 2.25250110e-02 3.72685247e+01 1.16131133e+01 6.27144432e+00 3.89627143e+00 6.93896933e-01 1.95828119e+03
8.86230469e+02 2.24990915e-02 3.73516867e+01 1.16495952e+01 6.29179372e+00 3.90934038e+00 6.93540868e-01 1.96362723e+03
8.87695312e+02 2.24755341e-02 3.74366832e+01 1.16794859e+01 6.30587337e+00 3.91357847e+00 6.93171349e-01 1.96697284e+03
8.89160156e+02 2.24541910e-02 3.75202949e+01 1.17094420e+01 6.31998077e+00 3.91696019e+00 6.92805418e-01 1.97033261e+03
8.90625000e+02 2.24352564e-02 3.76025527e+01 1.17394589e+01 6.33411405e+00 3.91908482e+00 6.92442959e-01 1.97370570e+03
8.92089844e+02 2.24170420e-02 3.76835248e+01 1.17695422e+01 6.34827068e+00 3.92075700e+00 6.92084129e-01 1.97709182e+03
8.93554688e+02 2.23961289e-02 3.77633387e+01 1.17997016e+01 6.36244766e+00 3.92425222e+00 6.91729216e-01 1.98049092e+03
8.95019531e+02 2.23711908e-02 3.78419425e+01 1.18299371e+01 6.37664033e+00 3.92981547e+00 6.91378254e-01 1.98390171e+03
8.96484375e+02 2.23411127e-02 3.79192468e+01 1.18602430e+01 6.39084636e+00 3.93778710e+00 6.91031123e-01 1.98732318e+03
8.97949219e+02 2.23061288e-02 3.79951864e+01 1.18906028e+01 6.40505907e+00 3.94766853e+00 6.90687406e-01 1.99075213e+03
8.99414062e+02 2.22686457e-02 3.80779406e+01 1.19266362e+01 6.42520004e+00 3.96422037e+00 6.90327678e-01 1.99597204e+03
9.00878906e+02 2.22340100e-02 3.81604223e+01 1.19562512e+01 6.43908685e+00 3.97073388e+00 6.89962991e-01 1.99922923e+03
9.02343750e+02 2.22036084e-02 3.82421203e+01 1.19859624e+01 6.45301191e+00 3.97747244e+00 6.89602575e-01 2.00250614e+03
9.03808594e+02 2.21739138e-02 3.83231155e+01 1.20157903e+01 6.46698909e+00 3.98518153e+00 6.89247008e-01 2.00580880e+03
9.05273438e+02 2.21474032e-02 3.84034886e+01 1.20457417e+01 6.48102564e+00 3.99127407e+00 6.88896514e-01 2.00914019e+03
9.06738281e+02 2.21262292e-02 3.84830842e+01 1.20757886e+01 6.49510785e+00 3.99529713e+00 6.88550422e-01 2.01249416e+03
9.08203125e+02 2.21064099e-02 3.85618423e+01 1.21059182e+01 6.50922511e+00 3.99865810e+00 6.88208433e-01 2.01586663e+03
9.09667969e+02 2.20878113e-02 3.86400793e+01 1.21361657e+01 6.52339243e+00 4.00079279e+00 6.87871459e-01 2.01926496e+03
9.11132812e+02 2.20726259e-02 3.87193764e+01 1.21729656e+01 6.54389943e+00 4.01296018e+00 6.87543953e-01 2.02464832e+03
9.12597656e+02 2.20540890e-02 3.88059144e+01 1.22026458e+01 6.55783634e+00 4.01516911e+00 6.87191243e-01 2.02791947e+03
9.14062500e+02 2.20278865e-02 3.88908546e+01 1.22323703e+01 6.57177764e+00 4.02027804e+00 6.86841503e-01 2.03119633e+03
9.15527344e+02 2.19988570e-02 3.89742062e+01 1.22621265e+01 6.58572095e+00 4.02564281e+00 6.86494395e-01 2.03447723e+03
9.16992188e+02 2.19711809e-02 3.90561900e+01 1.22919375e+01 6.59968342e+00 4.02993143e+00 6.86150492e-01 2.03776921e+03
9.18457031e+02 2.19462599e-02 3.91367258e+01 1.23218018e+01 6.61366560e+00 4.03391515e+00 6.85809776e-01 2.04107244e+03
9.19921875e+02 2.19217049e-02 3.92156649e+01 1.23516909e+01 6.62765051e+00 4.03872997e+00 6.85471550e-01 2.04437964e+03
9.21386719e+02 2.18975614e-02 3.92930378e+01 1.23815880e+01 6.64162910e+00 4.04443042e+00 6.85135405e-01 2.04768686e+03
9.22851562e+02 2.18781681e-02 3.93690162e+01 1.24115033e+01 6.65560719e+00 4.04953069e+00 6.84801621e-01 2.05099677e+03
9.24316406e+02 2.18637912e-02 3.94467213e+01 1.24477844e+01 6.67588126e+00 4.05871426e+00 6.84469888e-01 2.05624786e+03
9.25781250e+02 2.18477707e-02 3.95298548e+01 1.24770300e+01 6.68959301e+00 4.06079146e+00 6.84118210e-01 2.05941258e+03
9.27246094e+02 2.18268808e-02 3.96121737e+01 1.25063534e+01 6.70334240e+00 4.06458167e+00 6.83770132e-01 2.06259539e+03
9.28710938e+02 2.17998550e-02 3.96937671e+01 1.25357707e+01 6.71713323e+00 4.06958283e+00 6.83426030e-01 2.06579866e+03
9.30175781e+02 2.17688135e-02 3.97746358e+01 1.25652943e+01 6.73097146e+00 4.07520414e+00 6.83086192e-01 2.06902515e+03
9.31640625e+02 2.17408028e-02 3.98544852e+01 1.25949137e+01 6.74485357e+00 4.07908872e+00 6.82750343e-01 2.07227299e+03
9.33105469e+02 2.17183591e-02 3.99333628e+01 1.26246401e+01 6.75878285e+00 4.08065534e+00 6.82418729e-01 2.07554400e+03
9.34570312e+02 2.16964527e-02 4.00114460e+01 1.26544899e+01 6.77276267e+00 4.08238257e+00 6.82091732e-01 2.07884044e+03
9.36035156e+02 2.16706716e-02 4.00885269e+01 1.26844444e+01 6.78678055e+00 4.08562223e+00 6.81768872e-01 2.08215707e+03
9.37500000e+02 2.16426900e-02 4.01680885e+01 1.27208836e+01 6.80718007e+00 4.09520632e+00 6.81449028e-01 2.08743581e+03
9.38964844e+02 2.16155702e-02 4.02544420e+01 1.27504339e+01 6.82105326e+00 4.09953398e+00 6.81114566e-01 2.09066343e+03
9.40429688e+02 2.15872521e-02 4.03400678e+01 1.27801329e+01 6.83499016e+00 4.10409136e+00 6.80785217e-01 2.09392212e+03
9.41894531e+02 2.15571225e-02 4.04240050e+01 1.28098769e+01 6.84893708e+00 4.10913365e+00 6.80458519e-01 2.09718791e+03
9.43359375e+02 2.15266042e-02 4.05061278e+01 1.28396344e+01 6.86288001e+00 4.11589640e+00 6.80133757e-01 2.10045436e+03
9.44824219e+02 2.14964399e-02 4.05866394e+01 1.28694127e+01 6.87682725e+00 4.12234766e+00 6.79811153e-01 2.10372474e+03
9.46289062e+02 2.14681571e-02 4.06657722e+01 1.28992258e+01 6.89078996e+00 4.12730025e+00 6.79491091e-01 2.10700368e+03
9.47753906e+02 2.14427305e-02 4.07437850e+01 1.29290923e+01 6.90478067e+00 4.13227836e+00 6.79174054e-01 2.11029655e+03
9.49218750e+02 2.14224386e-02 4.08211050e+01 1.29590435e+01 6.91881665e+00 4.13628598e+00 6.78860840e-01 2.11361116e+03
9.50683594e+02 2.14038227e-02 4.09017352e+01 1.29953740e+01 6.93923506e+00 4.14609702e+00 6.78546354e-01 2.11886669e+03
9.52148438e+02 2.13840436e-02 4.09852340e+01 1.30245638e+01 6.95296998e+00 4.15122803e+00 6.78213887e-01 2.12202036e+03
9.53613281e+02 2.13633513e-02 4.10672361e+01 1.30537541e+01 6.96670355e+00 4.15555143e+00 6.77883150e-01 2.12517493e+03
9.55078125e+02 2.13413658e-02 4.11484683e+01 1.30830127e+01 6.98047026e+00 4.15881710e+00 6.77555727e-01 2.12834592e+03
9.56542969e+02 2.13212766e-02 4.12291105e+01 1.31123642e+01 6.99428179e+00 4.16040397e+00 6.77232164e-01 2.13153867e+03
9.58007812e+02 2.13022885e-02 4.13090127e+01 1.31418079e+01 7.00813517e+00 4.15997980e+00 6.76912403e-01 2.13475213e+03
9.59472656e+02 2.12803081e-02 4.13880628e+01 1.31713532e+01 7.02202993e+00 4.16019873e+00 6.76596643e-01 2.13798684e+03
9.60937500e+02 2.12535096e-02 4.14660864e+01 1.32010009e+01 7.03596052e+00 4.16328330e+00 6.76284900e-01 2.14124123e+03
9.62402344e+02 2.12235649e-02 4.15427662e+01 1.32307133e+01 7.04990529e+00 4.16845288e+00 6.75976290e-01 2.14450597e+03
9.63867188e+02 2.11936138e-02 4.16209823e+01 1.32668922e+01 7.07027527e+00 4.18538180e+00 6.75667618e-01 2.14972022e+03
9.65332031e+02 2.11648692e-02 4.17039307e+01 1.32959122e+01 7.08392527e+00 4.19060530e+00 6.75341588e-01 2.15283120e+03
9.66796875e+02 2.11382803e-02 4.17864608e+01 1.33250714e+01 7.09763353e+00 4.19575999e+00 6.75020349e-01 2.15597118e+03
9.68261719e+02 2.11118010e-02 4.18683591e+01 1.33543571e+01 7.11138968e+00 4.20090347e+00 6.74703640e-01 2.15913623e+03
9.69726562e+02 2.10837107e-02 4.19494172e+01 1.33837449e+01 7.12518433e+00 4.20524322e+00 6.74390884e-01 2.16232171e+03
9.71191406e+02 2.10549248e-02 4.20297769e+01 1.34132346e+01 7.13902528e+00 4.21004736e+00 6.74082050e-01 2.16552996e+03
9.72656250e+02 2.10274454e-02 4.21093317e+01 1.34428149e+01 7.15291405e+00 4.21491182e+00 6.73776872e-01 2.16876062e+03
9.74121094e+02 2.10057931e-02 4.21879782e+01 1.34724820e+01 7.16685428e+00 4.21524347e+00 6.73475281e-01 2.17201464e+03
9.75585938e+02 2.09909001e-02 4.22658510e+01 1.35022542e+01 7.18085300e+00 4.21201106e+00 6.73177714e-01 2.17529559e+03
9.77050781e+02 2.09783549e-02 4.23457025e+01 1.35387719e+01 7.20144841e+00 4.22676623e+00 6.72885824e-01 2.18058865e+03
9.78515625e+02 2.09628077e-02 4.24334696e+01 1.35681089e+01 7.21531122e+00 4.22505671e+00 6.72577026e-01 2.18378365e+03
9.79980469e+02 2.09435704e-02 4.25198659e+01 1.35975109e+01 7.22920678e+00 4.22487015e+00 6.72271228e-01 2.18699447e+03
9.81445312e+02 2.09217020e-02 4.26043311e+01 1.36269159e+01 7.24310224e+00 4.22740008e+00 6.71967040e-01 2.19020669e+03
9.82910156e+02 2.08994995e-02 4.26870503e+01 1.36563258e+01 7.25699796e+00 4.23120525e+00 6.71664524e-01 2.19342064e+03
9.84375000e+02 2.08777901e-02 4.27685567e+01 1.36857885e+01 7.27091698e+00 4.23385489e+00 6.71364797e-01 2.19664697e+03
9.85839844e+02 2.08550644e-02 4.28493710e+01 1.37153579e+01 7.28488477e+00 4.23557829e+00 6.71069105e-01 2.19989750e+03
9.87304688e+02 2.08355826e-02 4.29294850e+01 1.37450354e+01 7.29889934e+00 4.23634481e+00 6.70777485e-01 2.20317180e+03
9.88769531e+02 2.08200766e-02 4.30082922e+01 1.37747713e+01 7.31292928e+00 4.23630022e+00 6.70488804e-01 2.20645674e+03
9.90234375e+02 2.08016144e-02 4.30877279e+01 1.38111234e+01 7.33350338e+00 4.25095269e+00 6.70201335e-01 2.21171569e+03
9.91699219e+02 2.07781010e-02 4.31713397e+01 1.38399776e+01 7.34713562e+00 4.25264008e+00 6.69891689e-01 2.21480329e+03
9.93164062e+02 2.07529524e-02 4.32544945e+01 1.38689540e+01 7.36081520e+00 4.25562039e+00 6.69586225e-01 2.21791521e+03
9.94628906e+02 2.07276909e-02 4.33372843e+01 1.38980586e+01 7.37454478e+00 4.25965090e+00 6.69285081e-01 2.22105276e+03
9.96093750e+02 2.07011944e-02 4.34195816e+01 1.39272674e+01 7.38831066e+00 4.26465046e+00 6.68987745e-01 2.22421018e+03
9.97558594e+02 2.06727863e-02 4.35014626e+01 1.39565921e+01 7.40211815e+00 4.27036929e+00 6.68694502e-01 2.22739007e+03
9.99023438e+02 2.06439080e-02 4.35829895e+01 1.39860452e+01 7.41597219e+00 4.27648725e+00 6.68405654e-01 2.23059498e+03
1.00048828e+03 2.06156915e-02 4.36643417e+01 1.40156558e+01 7.42988543e+00 4.28168412e+00 6.68121871e-01 2.23383103e+03
1.00195312e+03 2.05877811e-02 4.37455651e+01 1.40454398e+01 7.44386486e+00 4.28611589e+00 6.67843519e-01 2.23710161e+03
1.00341797e+03 2.05610274e-02 4.38282656e+01 1.40820263e+01 7.46450118e+00 4.30463642e+00 6.67569585e-01 2.24238328e+03
1.00488281e+03 2.05334000e-02 4.39163750e+01 1.41110130e+01 7.47812911e+00 4.30757658e+00 6.67272417e-01 2.24547718e+03
1.00634766e+03 2.05032219e-02 4.40027209e+01 1.41400579e+01 7.49177557e+00 4.31253409e+00 6.66977952e-01 2.24858210e+03
1.00781250e+03 2.04765684e-02 4.40875619e+01 1.41691722e+01 7.50545156e+00 4.31945696e+00 6.66686473e-01 2.25170236e+03
1.00927734e+03 2.04536232e-02 4.41704771e+01 1.41983014e+01 7.51913022e+00 4.32500149e+00 6.66396837e-01 2.25482607e+03
1.01074219e+03 2.04320410e-02 4.42513495e+01 1.42274211e+01 7.53279931e+00 4.32736983e+00 6.66108542e-01 2.25794788e+03
1.01220703e+03 2.04178148e-02 4.43305014e+01 1.42565557e+01 7.54647054e+00 4.32715837e+00 6.65822153e-01 2.26107327e+03
1.01367188e+03 2.04082718e-02 4.44080854e+01 1.42857105e+01 7.56014297e+00 4.32638391e+00 6.65537805e-01 2.26420243e+03
1.01513672e+03 2.03975654e-02 4.44843219e+01 1.43148973e+01 7.57382009e+00 4.32431432e+00 6.65255737e-01 2.26733727e+03
1.01660156e+03 2.03844260e-02 4.45597700e+01 1.43441846e+01 7.58753843e+00 4.32166929e+00 6.64977429e-01 2.27049381e+03
1.01806641e+03 2.03705847e-02 4.46422111e+01 1.43796010e+01 7.60768244e+00 4.33448872e+00 6.64684832e-01 2.27552000e+03
1.01953125e+03 2.03576487e-02 4.47229633e+01 1.44081392e+01 7.62111281e+00 4.33330190e+00 6.64389372e-01 2.27852386e+03
1.02099609e+03 2.03430124e-02 4.48028340e+01 1.44367452e+01 7.63458233e+00 4.33294557e+00 6.64096886e-01 2.28154606e+03
1.02246094e+03 2.03262345e-02 4.48821977e+01 1.44654464e+01 7.64810602e+00 4.33451903e+00 6.63807996e-01 2.28459327e+03
1.02392578e+03 2.03101978e-02 4.49609460e+01 1.44942060e+01 7.66166760e+00 4.33739949e+00 6.63521938e-01 2.28765804e+03
1.02539062e+03 2.02950827e-02 4.50389801e+01 1.45230158e+01 7.67525978e+00 4.33946939e+00 6.63238556e-01 2.29073769e+03
1.02685547e+03 2.02802204e-02 4.51166757e+01 1.45519275e+01 7.68890188e+00 4.34085201e+00 6.62958980e-01 2.29384195e+03
1.02832031e+03 2.02668942e-02 4.51942383e+01 1.45809605e+01 7.70259673e+00 4.34185167e+00 6.62683629e-01 2.29697314e+03
1.02978516e+03 2.02556239e-02 4.52715662e+01 1.46100915e+01 7.71632703e+00 4.34144479e+00 6.62412009e-01 2.30012446e+03
1.03125000e+03 2.02428015e-02 4.53524861e+01 1.46458619e+01 7.73669810e+00 4.35459864e+00 6.62138607e-01 2.30524492e+03
1.03271484e+03 2.02260771e-02 4.54363272e+01 1.46742840e+01 7.75013485e+00 4.35662208e+00 6.61851114e-01 2.30824593e+03
1.03417969e+03 2.02093196e-02 4.55192813e+01 1.47027900e+01 7.76361143e+00 4.35793834e+00 6.61566867e-01 2.31126664e+03
1.03564453e+03 2.01921530e-02 4.56010656e+01 1.47313530e+01 7.77711495e+00 4.35905919e+00 6.61285311e-01 2.31430134e+03
1.03710938e+03 2.01750808e-02 4.56816395e+01 1.47599762e+01 7.79064747e+00 4.35918736e+00 6.61006513e-01 2.31735092e+03
